n70,g59,g22
n6,g33,g72
n4,g12,g81
n22,g72,g60
n21,g39,g74
n60,g97,g53
n79,g30,g90
n74,g69,g62
n69,g52,g95
n28,g35,g67
n14,g10,g14
n45,g56,g75
n5,g29,g67
n23,g93,g37
n24,g55,g99
n17,g98,g83
n54,g35,g0
n77,g83,g15
n63,g56,g82
n9,g47,g5
n25,g47,g87
n87,g89,g48
n10,g25,g28
n68,g58,g96
n34,g46,g19
n72,g72,g42
n73,g18,g13
n55,g64,g36
n44,g93,g69
n16,g14,g66
n80,g22,g36
n81,g26,g80
n75,g37,g5
n66,g53,g86
n47,g42,g3
n52,g41,g6
n59,g14,g40
n57,g17,g15
n71,g61,g11
n37,g39,g97
n31,g54,g0
n19,g31,g65
n46,g97,g73
n65,g51,g39
n85,g42,g51
n1,g85,g63
n84,g10,g69
n32,g41,g1
n26,g28,g65
n20,g99,g4
n53,g20,g30
n56,g97,g36
n76,g33,g78
n38,g47,g67
n13,g94,g40
n67,g9,g42
n41,g82,g2
n18,g88,g86
n11,g54,g52
n30,g62,g15
n35,g9,g85
n8,g36,g38
n83,g87,g18
n39,g58,g73
n33,g73,g93
n27,g91,g17
n50,g81,g17
n12,g11,g14
n82,g92,g0
n0,g19,g77
n43,g16,g91
n58,g23,g0
n36,g13,g9
n42,g53,g62
n61,g60,g75
n78,g41,g95
n3,g14,g0
n29,g74,g21
n49,g40,g58
n86,g31,g81
n62,g38,g72
n40,g70,g36
n51,g28,g10
n7,g98,g88
n15,g94,g96
n48,g96,g88
n64,g39,g96
n2,g49,g7
