n70,g86,g92
n6,g54,g41
n4,g47,g21
n22,g81,g22
n21,g53,g12
n60,g1,g46
n79,g95,g52
n74,g67,g50
n69,g6,g83
n28,g32,g36
n14,g61,g63
n45,g90,g83
n5,g3,g1
n23,g8,g98
n24,g73,g27
n17,g30,g55
n54,g30,g71
n77,g17,g87
n63,g18,g4
n9,g81,g60
n25,g65,g46
n87,g36,g12
n10,g28,g41
n68,g30,g60
n34,g6,g48
n72,g89,g52
n73,g48,g38
n55,g98,g72
n44,g36,g9
n16,g90,g11
n80,g42,g10
n81,g91,g40
n75,g22,g48
n66,g26,g38
n47,g98,g42
n52,g51,g61
n59,g97,g32
n57,g17,g88
n71,g68,g50
n37,g74,g3
n31,g85,g13
n19,g6,g41
n46,g52,g49
n65,g25,g50
n85,g43,g97
n1,g26,g33
n84,g60,g17
n32,g80,g2
n26,g22,g71
n20,g99,g38
n53,g15,g94
n56,g96,g13
n76,g46,g68
n38,g83,g89
n13,g40,g5
n67,g50,g31
n41,g51,g42
n18,g94,g88
n11,g97,g81
n30,g30,g85
n35,g91,g22
n8,g40,g61
n83,g79,g11
n39,g70,g51
n33,g18,g75
n27,g78,g3
n50,g15,g56
n12,g20,g73
n82,g11,g72
n0,g65,g75
n43,g90,g17
n58,g28,g88
n36,g38,g90
n42,g98,g28
n61,g22,g94
n78,g30,g28
n3,g73,g96
n29,g80,g60
n49,g71,g48
n86,g34,g37
n62,g24,g14
n40,g45,g93
n51,g0,g75
n7,g54,g37
n15,g8,g75
n48,g41,g35
n64,g44,g24
n2,g73,g46
