n70,g69,g14
n6,g42,g46
n4,g34,g13
n22,g10,g22
n21,g80,g67
n60,g84,g59
n79,g27,g75
n74,g71,g34
n69,g24,g61
n28,g16,g84
n14,g28,g33
n45,g45,g9
n5,g85,g41
n23,g3,g69
n24,g46,g49
n17,g87,g66
n54,g55,g96
n77,g78,g68
n63,g18,g67
n9,g49,g64
n25,g76,g38
n10,g85,g52
n68,g60,g89
n34,g66,g86
n72,g10,g62
n73,g3,g6
n55,g58,g92
n44,g44,g6
n16,g4,g57
n80,g9,g98
n81,g60,g93
n75,g40,g26
n66,g17,g35
n47,g32,g59
n52,g19,g54
n59,g88,g81
n57,g90,g34
n71,g64,g97
n37,g27,g47
n31,g59,g90
n19,g71,g52
n46,g60,g61
n65,g40,g46
n85,g35,g87
n1,g15,g64
n84,g75,g16
n32,g92,g75
n26,g76,g19
n20,g75,g78
n53,g14,g81
n56,g87,g11
n76,g8,g72
n38,g21,g17
n13,g1,g23
n67,g6,g60
n41,g0,g53
n18,g5,g26
n11,g32,g84
n30,g49,g61
n35,g12,g69
n8,g83,g25
n83,g41,g31
n39,g74,g27
n33,g53,g56
n27,g87,g13
n50,g8,g7
n12,g18,g24
n82,g97,g67
n0,g9,g35
n43,g97,g88
n58,g52,g27
n36,g43,g80
n42,g7,g88
n61,g26,g92
n78,g40,g5
n3,g97,g74
n29,g0,g17
n49,g76,g9
n62,g58,g52
n40,g75,g30
n51,g3,g87
n7,g51,g40
n15,g27,g20
n48,g61,g99
n64,g43,g12
n2,g66,g28
