n70,g72,g20
n6,g87,g68
n4,g15,g65
n22,g16,g9
n21,g37,g52
n60,g8,g54
n79,g82,g17
n74,g14,g31
n69,g73,g34
n28,g49,g27
n14,g49,g37
n45,g70,g73
n5,g30,g17
n23,g20,g31
n24,g43,g86
n17,g97,g64
n54,g59,g87
n77,g16,g26
n63,g24,g78
n9,g39,g82
n25,g26,g66
n10,g38,g60
n68,g91,g62
n34,g35,g65
n72,g2,g72
n73,g17,g32
n55,g69,g25
n44,g90,g85
n16,g82,g51
n80,g71,g39
n81,g64,g70
n75,g34,g32
n66,g24,g27
n47,g2,g52
n52,g26,g24
n59,g69,g8
n57,g44,g86
n71,g59,g36
n37,g16,g89
n31,g89,g48
n19,g77,g54
n46,g91,g1
n65,g86,g82
n85,g58,g31
n1,g45,g23
n84,g7,g1
n32,g77,g82
n26,g84,g76
n20,g29,g77
n53,g8,g63
n56,g57,g8
n76,g9,g58
n38,g17,g77
n13,g5,g66
n67,g70,g3
n41,g13,g12
n18,g4,g40
n11,g80,g56
n30,g47,g43
n35,g5,g22
n8,g96,g15
n83,g2,g94
n39,g61,g55
n33,g98,g75
n27,g64,g53
n50,g46,g22
n12,g48,g60
n82,g98,g48
n0,g27,g37
n43,g37,g38
n58,g88,g96
n36,g67,g43
n42,g44,g61
n61,g46,g41
n78,g55,g81
n3,g65,g17
n29,g20,g58
n49,g4,g85
n62,g46,g94
n40,g5,g43
n51,g26,g99
n7,g44,g38
n15,g68,g72
n48,g80,g97
n64,g95,g11
n2,g56,g92
