n70,g24,g89
n6,g5,g77
n4,g14,g36
n22,g6,g76
n21,g81,g94
n60,g60,g45
n79,g58,g0
n74,g64,g75
n69,g9,g5
n28,g51,g4
n14,g2,g77
n45,g67,g23
n5,g51,g42
n23,g69,g0
n24,g86,g28
n17,g19,g99
n54,g85,g35
n77,g18,g30
n63,g8,g81
n9,g10,g58
n25,g1,g64
n10,g80,g93
n68,g13,g59
n34,g4,g17
n72,g27,g1
n73,g57,g22
n55,g37,g49
n44,g70,g33
n16,g48,g53
n80,g57,g30
n81,g59,g63
n75,g36,g68
n66,g59,g72
n47,g97,g62
n52,g67,g55
n59,g74,g79
n57,g14,g73
n71,g67,g31
n37,g63,g20
n31,g59,g60
n19,g78,g72
n46,g41,g33
n65,g90,g54
n85,g35,g40
n1,g66,g45
n84,g89,g91
n32,g1,g18
n26,g52,g40
n20,g86,g49
n53,g5,g3
n56,g71,g78
n76,g29,g13
n38,g64,g48
n13,g6,g69
n67,g28,g25
n41,g72,g2
n18,g91,g92
n11,g50,g20
n30,g62,g75
n35,g77,g84
n8,g36,g33
n83,g46,g19
n39,g53,g83
n33,g29,g45
n27,g36,g17
n50,g12,g82
n12,g45,g99
n82,g89,g76
n0,g55,g50
n43,g71,g11
n58,g98,g3
n36,g3,g56
n42,g28,g18
n61,g39,g40
n78,g45,g73
n3,g82,g54
n29,g25,g32
n49,g0,g16
n62,g61,g57
n40,g21,g30
n51,g71,g72
n7,g11,g20
n15,g54,g71
n48,g4,g74
n64,g80,g40
n2,g5,g44
