n70,g42,g69
n65,g6,g66
n6,g66,g84
n35,g49,g72
n4,g46,g14
n32,g40,g73
n72,g83,g88
n74,g2,g61
n26,g92,g85
n21,g22,g19
n60,g21,g54
n20,g24,g81
n73,g35,g77
n51,g85,g28
n69,g60,g13
n71,g35,g80
n28,g84,g70
n77,g35,g1
n14,g97,g93
n45,g25,g43
n39,g19,g92
n5,g58,g20
n23,g44,g26
n24,g99,g70
n54,g13,g80
n16,g8,g60
n17,g53,g15
n18,g87,g77
n63,g80,g10
n9,g17,g11
n25,g92,g53
n30,g21,g64
n31,g52,g87
n10,g71,g86
n43,g40,g50
n68,g19,g67
n34,g3,g43
n8,g95,g86
n79,g75,g95
n53,g6,g90
n55,g53,g55
n38,g26,g39
n33,g12,g92
n62,g45,g32
n11,g94,g26
n27,g60,g42
n50,g46,g23
n44,g99,g19
n12,g83,g2
n67,g18,g49
n75,g56,g12
n80,g56,g79
n0,g53,g39
n22,g83,g92
n81,g45,g72
n58,g21,g38
n36,g57,g79
n42,g24,g35
n61,g75,g91
n78,g31,g68
n3,g40,g17
n29,g51,g27
n47,g0,g91
n49,g75,g94
n52,g28,g57
n59,g52,g48
n57,g46,g77
n66,g44,g4
n37,g67,g62
n13,g22,g7
n40,g73,g66
n19,g67,g78
n46,g95,g47
n7,g87,g98
n15,g40,g64
n48,g7,g38
n41,g48,g12
n76,g37,g53
n64,g18,g44
n56,g61,g35
n2,g93,g96
n1,g50,g32
