n70,g84,g65
n65,g92,g36
n6,g4,g14
n35,g10,g95
n4,g46,g48
n32,g79,g81
n72,g35,g62
n74,g76,g0
n26,g47,g64
n21,g28,g48
n60,g71,g45
n20,g36,g59
n73,g23,g86
n51,g52,g87
n69,g83,g46
n71,g88,g91
n28,g15,g8
n77,g99,g27
n14,g64,g55
n45,g10,g72
n39,g82,g94
n5,g90,g3
n23,g3,g38
n24,g40,g78
n54,g17,g82
n16,g99,g34
n17,g79,g84
n18,g57,g7
n63,g75,g86
n9,g24,g69
n25,g70,g16
n30,g21,g98
n31,g71,g92
n10,g4,g70
n43,g71,g0
n68,g8,g71
n34,g58,g71
n8,g6,g97
n79,g31,g69
n53,g95,g56
n55,g63,g74
n38,g53,g91
n33,g14,g85
n62,g35,g43
n11,g50,g86
n27,g56,g20
n50,g87,g93
n44,g54,g46
n12,g70,g52
n67,g23,g56
n75,g42,g91
n80,g41,g23
n0,g38,g61
n22,g56,g26
n81,g11,g68
n58,g3,g39
n36,g54,g1
n42,g19,g95
n61,g20,g58
n78,g2,g68
n3,g4,g64
n29,g16,g34
n47,g12,g43
n49,g18,g76
n52,g18,g4
n59,g30,g24
n57,g34,g37
n66,g6,g46
n37,g37,g28
n13,g51,g16
n40,g18,g85
n19,g69,g55
n46,g47,g43
n7,g67,g4
n15,g49,g61
n48,g77,g96
n41,g62,g25
n76,g40,g24
n64,g32,g9
n56,g85,g62
n2,g60,g95
n1,g95,g78
