n70,g92,g90
n65,g84,g60
n6,g49,g7
n35,g57,g2
n4,g79,g93
n32,g41,g0
n72,g85,g93
n74,g84,g46
n26,g95,g87
n21,g10,g13
n60,g39,g54
n20,g62,g49
n73,g36,g2
n51,g94,g54
n69,g48,g73
n71,g38,g32
n28,g67,g98
n77,g8,g56
n14,g3,g55
n45,g4,g52
n39,g31,g38
n5,g45,g12
n23,g6,g98
n24,g3,g71
n54,g60,g2
n16,g19,g32
n17,g98,g84
n18,g59,g37
n63,g27,g83
n9,g50,g46
n25,g21,g96
n30,g76,g98
n31,g20,g75
n10,g60,g97
n43,g99,g27
n68,g4,g10
n34,g49,g23
n8,g31,g37
n79,g40,g21
n53,g75,g81
n55,g70,g20
n38,g54,g70
n33,g71,g28
n62,g36,g62
n11,g71,g77
n27,g12,g24
n50,g36,g60
n44,g85,g73
n12,g52,g5
n67,g56,g38
n75,g53,g47
n80,g1,g4
n0,g7,g74
n22,g76,g48
n81,g40,g22
n58,g2,g25
n36,g35,g43
n42,g24,g42
n61,g36,g3
n78,g57,g81
n3,g66,g12
n29,g34,g63
n47,g45,g91
n49,g60,g16
n52,g30,g95
n59,g5,g58
n57,g51,g74
n66,g96,g92
n37,g84,g36
n13,g84,g83
n40,g2,g28
n19,g45,g66
n46,g21,g41
n7,g82,g13
n15,g99,g59
n48,g31,g76
n41,g82,g38
n76,g43,g98
n64,g76,g99
n56,g76,g32
n2,g27,g17
n1,g72,g57
