n70,g96,g99
n65,g61,g85
n6,g18,g15
n35,g88,g61
n4,g4,g87
n32,g60,g29
n72,g74,g55
n74,g0,g51
n26,g29,g75
n21,g74,g28
n60,g37,g71
n20,g93,g9
n73,g98,g58
n51,g53,g49
n69,g71,g72
n71,g59,g80
n28,g51,g67
n77,g39,g44
n14,g63,g66
n45,g60,g64
n39,g57,g63
n5,g21,g79
n23,g33,g47
n24,g83,g72
n54,g62,g25
n16,g41,g51
n17,g26,g90
n18,g6,g58
n63,g93,g86
n9,g28,g27
n25,g13,g86
n30,g23,g20
n31,g78,g58
n10,g58,g73
n43,g35,g87
n68,g57,g75
n34,g87,g28
n8,g97,g9
n79,g49,g63
n53,g11,g26
n55,g25,g34
n38,g85,g14
n33,g41,g10
n62,g8,g52
n11,g8,g69
n27,g92,g10
n50,g21,g69
n44,g38,g69
n12,g7,g4
n67,g49,g39
n75,g91,g58
n80,g62,g48
n0,g3,g51
n22,g86,g85
n81,g2,g77
n58,g29,g7
n36,g30,g39
n42,g87,g17
n61,g83,g77
n78,g99,g92
n3,g78,g88
n29,g64,g43
n47,g5,g79
n49,g9,g88
n52,g23,g66
n59,g23,g46
n57,g37,g62
n66,g3,g49
n37,g24,g30
n13,g10,g42
n40,g1,g68
n19,g33,g95
n46,g65,g28
n7,g7,g70
n15,g41,g24
n48,g20,g49
n41,g25,g1
n76,g42,g94
n64,g32,g42
n56,g53,g17
n2,g94,g87
n1,g90,g68
