n0,g35,g70
n1,g67,g53
n2,g1,g25
n3,g22,g21
n4,g55,g20
n5,g61,g68
n6,g58,g48
n7,g18,g97
n8,g62,g1
n9,g34,g68
n10,g76,g93
n11,g88,g2
n12,g54,g53
n13,g74,g7
n14,g47,g2
n15,g33,g16
n16,g90,g37
n17,g4,g34
n18,g41,g85
n19,g69,g91
n20,g15,g99
n21,g59,g40
n22,g69,g76
n23,g96,g80
n24,g67,g26
n25,g57,g81
n26,g14,g1
n27,g19,g94
n28,g88,g87
n29,g89,g48
n30,g27,g7
n31,g61,g57
n32,g46,g9
n33,g0,g49
n34,g46,g89
n35,g38,g27
n36,g12,g4
n37,g84,g85
n38,g71,g62
n39,g68,g6
n40,g3,g99
n41,g46,g34
n42,g98,g84
n43,g12,g55
n44,g81,g85
n45,g18,g90
n46,g99,g42
n47,g47,g71
n48,g58,g46
n49,g44,g98
n50,g75,g96
n51,g22,g11
n52,g39,g93
n53,g55,g22
n54,g0,g20
n55,g52,g90
n56,g5,g12
n57,g36,g57
n58,g94,g59
n59,g85,g16
n60,g2,g64
n61,g63,g24
n62,g0,g42
n63,g7,g45
n64,g81,g84
n65,g53,g2
n66,g18,g19
n67,g23,g71
n68,g6,g57
n69,g78,g38
n70,g22,g35
n71,g52,g12
n72,g88,g26
n73,g2,g28
n74,g49,g47
n75,g63,g78
n76,g76,g61
n77,g85,g44
n78,g74,g98
n79,g47,g80
