n70,g92,g85
n65,g32,g5
n6,g34,g60
n35,g61,g6
n4,g14,g49
n32,g19,g5
n72,g70,g56
n83,g12,g53
n74,g68,g70
n26,g18,g39
n21,g95,g46
n60,g51,g72
n20,g42,g98
n73,g4,g6
n51,g23,g12
n69,g72,g67
n71,g94,g48
n28,g66,g12
n77,g59,g37
n14,g44,g53
n45,g70,g89
n39,g57,g32
n5,g0,g74
n23,g99,g69
n24,g80,g46
n54,g71,g1
n16,g84,g4
n82,g49,g75
n17,g16,g91
n18,g56,g74
n63,g57,g5
n9,g90,g28
n25,g47,g62
n30,g63,g78
n31,g67,g29
n10,g36,g87
n43,g66,g33
n68,g43,g89
n34,g27,g28
n8,g6,g88
n79,g36,g18
n53,g36,g40
n55,g66,g98
n38,g37,g50
n33,g0,g17
n62,g12,g57
n11,g46,g21
n27,g93,g32
n50,g9,g30
n44,g89,g94
n12,g41,g15
n67,g30,g15
n75,g28,g92
n80,g50,g98
n0,g86,g40
n22,g76,g22
n81,g70,g29
n58,g83,g68
n36,g21,g13
n42,g40,g14
n61,g0,g72
n78,g57,g20
n3,g19,g75
n29,g94,g0
n47,g21,g80
n49,g85,g95
n52,g79,g54
n59,g15,g73
n57,g26,g77
n66,g12,g65
n37,g95,g37
n13,g65,g84
n40,g47,g30
n19,g69,g4
n46,g98,g94
n7,g0,g46
n15,g24,g35
n48,g85,g94
n41,g40,g2
n76,g42,g54
n64,g36,g31
n56,g57,g84
n2,g29,g39
n1,g41,g8
