n70,g31,g96
n65,g61,g94
n6,g86,g40
n35,g30,g22
n4,g97,g25
n32,g67,g93
n72,g93,g23
n83,g43,g97
n74,g66,g74
n26,g59,g90
n21,g10,g26
n60,g75,g8
n20,g74,g4
n73,g46,g22
n51,g77,g94
n69,g39,g75
n71,g95,g73
n28,g50,g25
n77,g20,g55
n14,g87,g10
n45,g80,g54
n39,g2,g7
n5,g59,g7
n23,g18,g7
n24,g2,g84
n54,g89,g76
n16,g96,g45
n82,g41,g17
n17,g56,g80
n18,g52,g85
n63,g3,g13
n9,g94,g92
n25,g78,g67
n30,g44,g53
n31,g72,g50
n10,g49,g45
n43,g54,g29
n68,g10,g35
n34,g41,g37
n8,g82,g20
n79,g90,g2
n53,g88,g67
n55,g78,g82
n38,g28,g50
n33,g7,g16
n62,g28,g19
n11,g44,g8
n27,g74,g11
n50,g80,g41
n44,g99,g37
n12,g23,g85
n67,g64,g87
n75,g27,g14
n80,g21,g98
n0,g49,g95
n22,g4,g69
n81,g48,g13
n58,g4,g86
n36,g98,g14
n42,g77,g37
n61,g86,g43
n78,g57,g10
n3,g75,g97
n29,g19,g1
n47,g50,g42
n49,g49,g56
n52,g92,g5
n59,g40,g14
n57,g36,g24
n66,g58,g67
n37,g30,g82
n13,g2,g47
n40,g18,g25
n19,g55,g95
n46,g98,g60
n7,g22,g16
n15,g53,g12
n48,g72,g87
n41,g60,g65
n76,g34,g12
n64,g3,g74
n56,g80,g30
n2,g51,g8
n1,g15,g67
