n70,g30,g12
n65,g85,g4
n6,g54,g58
n35,g12,g46
n4,g15,g20
n32,g36,g47
n72,g41,g48
n83,g65,g60
n74,g75,g80
n26,g16,g70
n21,g66,g68
n60,g17,g32
n20,g2,g90
n73,g32,g92
n51,g67,g46
n69,g57,g51
n71,g87,g44
n28,g47,g63
n77,g52,g1
n14,g31,g54
n45,g15,g87
n39,g64,g74
n5,g74,g28
n23,g45,g67
n24,g19,g99
n54,g89,g23
n16,g91,g2
n82,g49,g68
n17,g38,g27
n18,g99,g97
n63,g16,g58
n9,g21,g59
n25,g39,g98
n30,g83,g57
n31,g9,g87
n10,g39,g43
n43,g22,g83
n68,g67,g78
n34,g45,g10
n8,g40,g62
n79,g40,g46
n53,g52,g82
n55,g18,g57
n38,g27,g48
n33,g74,g81
n62,g85,g61
n11,g81,g88
n27,g25,g85
n50,g95,g44
n44,g74,g0
n12,g98,g26
n67,g71,g60
n75,g14,g38
n80,g99,g46
n0,g24,g17
n22,g61,g8
n81,g42,g45
n58,g97,g94
n36,g81,g68
n42,g67,g89
n61,g52,g75
n78,g28,g73
n3,g95,g24
n29,g94,g0
n47,g42,g44
n49,g94,g37
n52,g93,g31
n59,g47,g67
n57,g6,g75
n66,g88,g7
n37,g63,g89
n13,g49,g19
n40,g53,g92
n19,g13,g14
n46,g11,g21
n7,g26,g73
n15,g26,g40
n48,g66,g26
n41,g32,g88
n76,g40,g88
n64,g99,g91
n56,g46,g26
n2,g37,g69
n1,g54,g11
