n70,g74,g55
n65,g98,g44
n6,g88,g76
n35,g92,g26
n4,g96,g63
n32,g92,g8
n72,g71,g39
n83,g93,g22
n74,g67,g71
n26,g36,g34
n21,g87,g61
n60,g77,g96
n20,g80,g30
n73,g69,g79
n51,g68,g57
n69,g52,g3
n71,g79,g0
n28,g7,g40
n77,g73,g20
n14,g5,g49
n45,g72,g60
n39,g17,g48
n5,g32,g12
n23,g84,g24
n24,g98,g1
n54,g81,g73
n16,g79,g76
n82,g59,g32
n17,g36,g65
n18,g52,g6
n63,g71,g5
n9,g34,g26
n25,g1,g87
n30,g95,g90
n31,g6,g23
n10,g75,g43
n43,g54,g48
n68,g30,g85
n34,g62,g67
n8,g0,g34
n79,g32,g67
n53,g99,g82
n55,g7,g63
n38,g16,g8
n33,g0,g2
n62,g25,g36
n11,g34,g87
n27,g7,g89
n50,g47,g19
n44,g3,g46
n12,g96,g37
n67,g3,g85
n75,g11,g20
n80,g48,g31
n0,g59,g65
n22,g62,g64
n81,g31,g37
n58,g46,g59
n36,g24,g32
n42,g41,g11
n61,g64,g5
n78,g70,g37
n3,g15,g93
n29,g30,g12
n47,g34,g85
n49,g21,g42
n52,g47,g7
n59,g31,g12
n57,g21,g82
n66,g64,g76
n37,g98,g91
n13,g10,g57
n40,g58,g50
n19,g72,g51
n46,g41,g21
n7,g79,g43
n15,g52,g38
n48,g63,g76
n41,g47,g27
n76,g94,g26
n64,g92,g81
n56,g0,g64
n2,g94,g41
n1,g66,g7
