n0,g62,g91
n1,g37,g41
n2,g37,g27
n3,g54,g1
n4,g13,g93
n5,g27,g94
n6,g0,g56
n7,g19,g45
n8,g5,g10
n9,g14,g55
n10,g0,g31
n11,g37,g35
n12,g6,g84
n13,g0,g81
n14,g27,g89
n15,g48,g46
n16,g93,g50
n17,g67,g33
n18,g96,g8
n19,g93,g86
n20,g35,g18
n21,g64,g63
n22,g33,g85
n23,g92,g94
n24,g24,g50
n25,g69,g74
n26,g27,g0
n27,g20,g69
n28,g19,g36
n29,g90,g82
n30,g28,g35
n31,g17,g4
n32,g14,g15
n33,g24,g54
n34,g55,g96
n35,g40,g78
n36,g93,g18
n37,g94,g98
n38,g87,g15
n39,g40,g49
n40,g78,g20
n41,g61,g53
n42,g79,g32
n43,g40,g82
n44,g63,g66
n45,g36,g87
n46,g82,g72
n47,g69,g8
n48,g15,g59
n49,g14,g62
n50,g68,g18
n51,g90,g87
n52,g85,g1
n53,g34,g7
n54,g18,g73
n55,g17,g61
n56,g31,g97
n57,g59,g94
n58,g60,g54
n59,g45,g10
