n70,g18,g61
n65,g12,g57
n6,g26,g60
n35,g61,g6
n4,g69,g46
n32,g5,g30
n72,g96,g79
n74,g83,g9
n26,g21,g59
n21,g24,g79
n60,g89,g73
n20,g69,g22
n73,g83,g90
n51,g47,g7
n69,g58,g40
n71,g44,g89
n28,g35,g13
n14,g11,g86
n45,g27,g59
n39,g14,g82
n5,g1,g9
n23,g64,g19
n24,g32,g57
n54,g58,g41
n16,g70,g2
n17,g46,g73
n18,g54,g71
n63,g59,g91
n9,g97,g33
n25,g99,g46
n30,g52,g38
n31,g44,g51
n10,g30,g51
n43,g31,g12
n68,g40,g89
n34,g42,g14
n8,g77,g43
n53,g47,g16
n55,g36,g64
n38,g84,g36
n33,g49,g72
n62,g99,g54
n11,g6,g3
n27,g79,g5
n50,g53,g5
n44,g10,g74
n12,g99,g66
n67,g26,g95
n75,g4,g10
n0,g89,g17
n22,g85,g16
n58,g31,g60
n36,g77,g85
n42,g21,g34
n61,g4,g45
n3,g82,g98
n29,g10,g18
n47,g86,g95
n49,g59,g97
n52,g6,g31
n59,g6,g71
n57,g84,g2
n66,g59,g74
n37,g40,g94
n13,g53,g68
n40,g30,g18
n19,g76,g34
n46,g73,g8
n7,g23,g58
n15,g53,g94
n48,g52,g39
n41,g69,g3
n64,g87,g53
n56,g58,g17
n2,g15,g69
n1,g21,g25
