n70,g8,g4
n65,g72,g20
n6,g11,g44
n35,g36,g19
n4,g68,g62
n32,g29,g46
n72,g40,g13
n74,g0,g93
n26,g18,g82
n21,g25,g22
n60,g42,g88
n20,g41,g80
n73,g6,g22
n51,g10,g0
n69,g86,g14
n71,g62,g91
n28,g61,g33
n77,g31,g22
n14,g55,g48
n45,g13,g38
n39,g96,g9
n5,g36,g13
n23,g11,g32
n24,g93,g85
n54,g39,g90
n16,g11,g63
n17,g47,g49
n18,g24,g79
n63,g23,g8
n9,g85,g96
n25,g44,g90
n30,g55,g30
n31,g73,g89
n10,g26,g3
n43,g1,g2
n68,g13,g88
n34,g7,g68
n8,g72,g99
n79,g38,g55
n53,g62,g9
n55,g28,g38
n38,g19,g50
n33,g34,g28
n62,g41,g84
n11,g86,g8
n27,g51,g89
n50,g68,g77
n44,g52,g65
n12,g41,g38
n67,g93,g72
n75,g61,g94
n80,g11,g58
n0,g86,g43
n22,g13,g96
n58,g84,g6
n36,g56,g68
n42,g63,g25
n61,g26,g60
n78,g17,g41
n3,g44,g6
n29,g27,g29
n47,g63,g46
n49,g36,g53
n52,g35,g22
n59,g68,g83
n57,g2,g45
n66,g88,g30
n37,g27,g31
n13,g38,g67
n40,g14,g44
n19,g85,g91
n46,g18,g41
n7,g88,g16
n15,g45,g1
n48,g78,g6
n41,g91,g47
n76,g36,g50
n64,g84,g85
n56,g72,g23
n2,g81,g79
n1,g57,g10
