n70,g57,g33
n65,g17,g61
n6,g18,g24
n35,g91,g77
n4,g81,g68
n32,g67,g48
n72,g16,g52
n74,g64,g45
n26,g84,g99
n21,g74,g92
n60,g1,g22
n20,g78,g5
n73,g26,g75
n51,g97,g42
n69,g37,g86
n71,g0,g42
n28,g28,g78
n77,g84,g65
n14,g54,g17
n45,g6,g96
n39,g91,g19
n5,g52,g5
n23,g56,g86
n24,g83,g35
n54,g93,g71
n16,g8,g29
n17,g46,g69
n18,g53,g43
n63,g54,g24
n9,g46,g30
n25,g24,g78
n30,g78,g86
n31,g32,g27
n10,g5,g79
n43,g3,g75
n68,g89,g47
n34,g54,g12
n8,g76,g99
n79,g11,g19
n53,g87,g89
n55,g3,g34
n38,g24,g77
n33,g56,g17
n62,g47,g82
n11,g98,g99
n27,g7,g40
n50,g18,g77
n44,g17,g78
n12,g70,g29
n67,g96,g5
n75,g12,g91
n80,g89,g13
n0,g11,g88
n22,g6,g27
n58,g23,g28
n36,g48,g24
n42,g89,g81
n61,g84,g49
n78,g89,g74
n3,g68,g77
n29,g27,g15
n47,g67,g72
n49,g1,g98
n52,g31,g54
n59,g21,g0
n57,g87,g84
n66,g84,g36
n37,g7,g57
n13,g32,g57
n40,g63,g11
n19,g3,g93
n46,g95,g10
n7,g41,g6
n15,g96,g98
n48,g53,g27
n41,g36,g51
n76,g31,g41
n64,g68,g94
n56,g44,g64
n2,g34,g92
n1,g42,g21
