n70,g1,g3
n65,g46,g38
n6,g89,g52
n35,g84,g17
n4,g99,g70
n32,g15,g64
n72,g69,g66
n74,g38,g96
n26,g72,g33
n21,g24,g68
n60,g98,g73
n20,g19,g78
n73,g60,g26
n51,g81,g29
n69,g63,g91
n71,g38,g6
n28,g88,g99
n77,g64,g38
n14,g28,g89
n45,g6,g60
n39,g3,g16
n5,g30,g65
n23,g42,g89
n24,g71,g0
n54,g16,g69
n16,g57,g64
n17,g84,g79
n18,g19,g94
n63,g21,g46
n9,g35,g95
n25,g29,g17
n30,g15,g86
n31,g79,g49
n10,g21,g8
n43,g81,g46
n68,g46,g68
n34,g41,g10
n8,g90,g76
n53,g49,g64
n55,g54,g64
n38,g71,g76
n33,g10,g78
n62,g84,g67
n11,g71,g66
n27,g40,g27
n50,g35,g42
n44,g66,g15
n12,g94,g67
n67,g82,g86
n75,g12,g81
n0,g52,g6
n22,g54,g29
n58,g37,g60
n36,g65,g94
n42,g14,g80
n61,g60,g10
n78,g11,g89
n3,g5,g42
n29,g62,g71
n47,g22,g11
n49,g79,g62
n52,g66,g81
n59,g94,g66
n57,g13,g68
n66,g31,g16
n37,g57,g90
n13,g57,g70
n40,g96,g9
n19,g11,g53
n46,g34,g27
n7,g43,g4
n15,g19,g48
n48,g46,g71
n41,g42,g94
n76,g43,g87
n64,g68,g45
n56,g97,g19
n2,g65,g74
n1,g75,g23
