n70,g99,g53
n65,g57,g5
n6,g45,g17
n35,g66,g24
n4,g63,g39
n32,g67,g43
n72,g15,g6
n74,g74,g1
n26,g9,g24
n21,g90,g30
n60,g76,g91
n20,g63,g20
n73,g49,g75
n51,g71,g39
n69,g25,g38
n71,g18,g59
n28,g12,g24
n77,g84,g21
n14,g43,g44
n45,g20,g29
n39,g82,g95
n5,g73,g80
n23,g4,g10
n24,g47,g39
n54,g14,g40
n16,g57,g46
n17,g48,g34
n18,g7,g68
n63,g44,g92
n9,g5,g50
n25,g61,g88
n30,g56,g20
n31,g90,g92
n10,g62,g69
n43,g20,g24
n68,g47,g17
n34,g17,g95
n8,g24,g28
n53,g50,g68
n55,g0,g95
n38,g42,g97
n33,g53,g42
n62,g42,g8
n11,g18,g30
n27,g60,g47
n50,g18,g87
n44,g52,g11
n12,g48,g97
n67,g79,g6
n75,g63,g70
n0,g19,g61
n22,g79,g4
n58,g70,g86
n36,g34,g39
n42,g37,g18
n61,g38,g88
n78,g23,g52
n3,g16,g12
n29,g7,g50
n47,g2,g59
n49,g48,g6
n52,g75,g31
n59,g46,g5
n57,g62,g71
n66,g50,g87
n37,g95,g67
n13,g74,g37
n40,g72,g71
n19,g85,g55
n46,g92,g10
n7,g52,g47
n15,g34,g76
n48,g41,g3
n41,g83,g77
n76,g38,g27
n64,g58,g93
n56,g76,g73
n2,g80,g15
n1,g60,g49
