n0,g86,g35
n1,g83,g39
n2,g86,g93
n3,g4,g98
n4,g22,g96
n5,g30,g58
n6,g90,g38
n7,g27,g94
n8,g92,g47
n9,g74,g47
n10,g5,g51
n11,g34,g58
n12,g77,g85
n13,g10,g12
n14,g45,g90
n15,g2,g69
n16,g26,g65
n17,g19,g96
n18,g70,g82
n19,g0,g83
n20,g86,g14
n21,g96,g30
n22,g83,g74
n23,g92,g20
n24,g18,g80
n25,g57,g31
n26,g48,g7
n27,g45,g30
n28,g21,g41
n29,g4,g41
n30,g83,g93
n31,g31,g3
n32,g52,g16
n33,g17,g22
n34,g97,g63
n35,g99,g86
n36,g13,g98
n37,g39,g21
n38,g52,g35
n39,g66,g48
n40,g73,g15
n41,g17,g82
n42,g38,g87
n43,g37,g7
n44,g92,g70
n45,g51,g78
n46,g78,g70
n47,g59,g52
n48,g18,g22
n49,g21,g28
n50,g26,g31
n51,g29,g55
n52,g91,g73
n53,g81,g64
n54,g67,g54
n55,g10,g21
n56,g0,g39
n57,g2,g3
n58,g68,g98
n59,g74,g21
n60,g36,g10
n61,g5,g37
n62,g61,g23
n63,g8,g54
n64,g2,g24
n65,g26,g73
n66,g53,g67
n67,g31,g80
n68,g59,g18
n69,g45,g98
n70,g35,g88
n71,g54,g96
n72,g57,g46
n73,g23,g50
n74,g44,g96
n75,g44,g89
n76,g75,g74
n77,g40,g70
n78,g97,g81
n79,g74,g91
n80,g26,g50
n81,g11,g19
n82,g23,g81
n83,g77,g14
n84,g44,g58
n85,g34,g40
n86,g54,g24
n87,g91,g8
n88,g29,g80
n89,g12,g71
n90,g59,g81
n91,g23,g36
n92,g38,g69
n93,g57,g0
n94,g69,g88
n95,g42,g62
n96,g82,g84
n97,g32,g11
n98,g19,g66
n99,g11,g43
n100,g28,g78
n101,g18,g13
n102,g42,g47
n103,g23,g84
n104,g76,g51
n105,g95,g63
n106,g49,g65
n107,g94,g64
n108,g91,g55
n109,g4,g10
n110,g94,g40
n111,g35,g99
n112,g35,g40
n113,g92,g46
n114,g82,g2
n115,g72,g60
n116,g37,g73
n117,g67,g45
n118,g45,g69
n119,g4,g93
