n0,g52,g32
n1,g94,g30
n2,g4,g33
n3,g62,g29
n4,g74,g87
n5,g53,g74
n6,g87,g59
n7,g57,g48
n8,g14,g8
n9,g45,g77
n10,g94,g46
n11,g72,g28
n12,g60,g24
n13,g76,g80
n14,g65,g88
n15,g82,g52
n16,g21,g56
n17,g34,g19
n18,g52,g77
n19,g61,g11
n20,g69,g93
n21,g9,g65
n22,g99,g86
n23,g6,g69
n24,g17,g19
n25,g73,g21
n26,g33,g76
n27,g66,g51
n28,g60,g50
n29,g45,g75
n30,g94,g91
n31,g89,g88
n32,g83,g86
n33,g96,g92
n34,g98,g71
n35,g56,g39
n36,g64,g80
n37,g9,g88
n38,g72,g15
n39,g88,g78
n40,g78,g59
n41,g76,g65
n42,g39,g13
n43,g66,g94
n44,g1,g63
n45,g3,g51
n46,g81,g66
n47,g40,g68
n48,g45,g38
n49,g46,g16
n50,g99,g25
n51,g60,g78
n52,g59,g4
n53,g48,g93
n54,g31,g81
n55,g13,g50
n56,g33,g3
n57,g76,g15
n58,g4,g89
n59,g78,g27
n60,g88,g22
n61,g76,g81
n62,g62,g72
n63,g73,g25
n64,g75,g85
n65,g32,g79
n66,g48,g98
n67,g34,g53
n68,g56,g15
n69,g95,g70
n70,g75,g8
n71,g86,g5
n72,g73,g27
n73,g85,g36
n74,g22,g35
n75,g96,g44
n76,g23,g44
n77,g77,g18
n78,g62,g85
n79,g56,g4
n80,g21,g84
n81,g63,g25
n82,g66,g40
n83,g25,g20
n84,g70,g77
n85,g16,g54
n86,g83,g44
n87,g84,g91
n88,g21,g41
n89,g83,g27
n90,g57,g44
n91,g64,g98
n92,g59,g1
n93,g22,g69
n94,g86,g96
n95,g79,g16
n96,g1,g24
n97,g47,g21
n98,g98,g54
n99,g94,g85
n100,g79,g83
n101,g77,g40
n102,g43,g87
n103,g5,g11
n104,g10,g92
n105,g33,g75
n106,g70,g93
n107,g38,g42
n108,g6,g97
n109,g5,g37
n110,g72,g9
n111,g31,g16
n112,g61,g37
n113,g45,g2
n114,g47,g37
n115,g30,g91
n116,g46,g30
n117,g61,g93
n118,g61,g65
n119,g27,g3
