n0,g62,g60
n1,g96,g97
n2,g6,g23
n3,g13,g53
n4,g25,g93
n5,g47,g38
n6,g92,g82
n7,g55,g98
n8,g34,g23
n9,g99,g60
n10,g59,g12
n11,g51,g61
n12,g88,g52
n13,g3,g52
n14,g21,g2
n15,g68,g90
n16,g18,g73
n17,g41,g85
n18,g29,g54
n19,g22,g92
n20,g7,g85
n21,g14,g18
n22,g56,g43
n23,g2,g80
n24,g70,g95
n25,g88,g36
n26,g46,g60
n27,g63,g1
n28,g37,g70
n29,g80,g53
n30,g86,g12
n31,g83,g46
n32,g94,g24
n33,g62,g5
n34,g50,g45
n35,g72,g47
n36,g80,g68
n37,g72,g4
n38,g97,g93
n39,g35,g67
n40,g45,g78
n41,g40,g43
n42,g19,g96
n43,g0,g23
n44,g21,g6
n45,g71,g73
n46,g42,g29
n47,g10,g17
n48,g34,g11
n49,g49,g88
n50,g64,g3
n51,g8,g48
n52,g67,g34
n53,g29,g61
n54,g55,g63
n55,g83,g96
n56,g41,g47
n57,g85,g20
n58,g97,g10
n59,g40,g50
n60,g35,g46
n61,g74,g82
n62,g22,g3
n63,g12,g58
n64,g14,g30
n65,g58,g25
n66,g66,g79
n67,g67,g4
n68,g70,g31
n69,g74,g44
n70,g31,g51
n71,g96,g48
n72,g9,g88
n73,g30,g12
n74,g19,g46
n75,g31,g18
n76,g65,g73
n77,g44,g89
n78,g9,g22
n79,g51,g32
n80,g65,g77
n81,g13,g12
n82,g33,g9
n83,g35,g56
n84,g6,g45
n85,g84,g37
n86,g54,g58
n87,g47,g84
n88,g77,g13
n89,g89,g14
n90,g11,g98
n91,g33,g89
n92,g6,g78
n93,g36,g77
n94,g85,g14
n95,g20,g63
n96,g9,g14
n97,g33,g52
n98,g21,g72
n99,g92,g10
n100,g33,g64
n101,g30,g83
n102,g28,g95
n103,g15,g92
n104,g34,g91
n105,g63,g91
n106,g29,g35
n107,g54,g71
n108,g63,g47
n109,g46,g79
n110,g61,g32
n111,g0,g71
n112,g23,g31
n113,g71,g49
n114,g51,g4
n115,g99,g65
n116,g69,g65
n117,g89,g94
n118,g57,g61
n119,g34,g85
