n70,g1,g42
n65,g88,g30
n6,g97,g40
n35,g94,g8
n4,g60,g84
n32,g77,g71
n72,g50,g78
n74,g8,g68
n26,g65,g37
n21,g25,g43
n60,g55,g48
n20,g9,g61
n73,g94,g24
n51,g25,g74
n69,g29,g86
n71,g18,g3
n28,g66,g93
n77,g89,g94
n14,g63,g91
n45,g68,g51
n39,g64,g87
n5,g15,g81
n23,g23,g27
n24,g89,g1
n54,g46,g67
n16,g92,g43
n17,g20,g60
n18,g56,g70
n63,g58,g27
n9,g49,g25
n25,g95,g88
n30,g81,g36
n31,g49,g18
n10,g37,g97
n43,g12,g90
n68,g99,g36
n34,g48,g4
n8,g0,g54
n79,g33,g13
n53,g5,g76
n55,g66,g78
n38,g56,g36
n33,g95,g33
n62,g70,g79
n11,g83,g51
n27,g44,g52
n50,g31,g18
n44,g90,g98
n12,g30,g41
n67,g58,g96
n75,g9,g78
n80,g35,g81
n0,g73,g2
n22,g28,g69
n81,g86,g10
n58,g84,g2
n36,g79,g49
n42,g3,g91
n61,g50,g76
n78,g76,g37
n3,g15,g35
n29,g97,g76
n47,g10,g33
n49,g96,g15
n52,g12,g54
n59,g52,g23
n57,g7,g25
n66,g99,g93
n37,g2,g19
n13,g65,g77
n40,g67,g59
n19,g86,g28
n46,g71,g22
n7,g3,g16
n15,g54,g77
n48,g33,g17
n41,g70,g60
n76,g89,g48
n64,g17,g14
n56,g7,g27
n2,g11,g88
n1,g88,g20
