n70,g43,g66
n65,g56,g49
n6,g36,g29
n35,g61,g17
n4,g65,g58
n32,g17,g41
n72,g57,g87
n74,g4,g12
n26,g47,g43
n21,g44,g58
n60,g36,g95
n20,g30,g18
n73,g98,g2
n51,g62,g51
n69,g32,g55
n71,g25,g8
n28,g96,g18
n77,g65,g30
n14,g64,g89
n45,g22,g1
n39,g5,g54
n5,g81,g26
n23,g3,g71
n24,g67,g53
n54,g63,g57
n16,g94,g46
n17,g7,g87
n18,g48,g19
n63,g37,g61
n9,g25,g55
n25,g0,g72
n30,g30,g94
n31,g25,g96
n10,g26,g73
n43,g14,g25
n68,g49,g6
n34,g82,g26
n8,g62,g84
n79,g31,g78
n53,g12,g34
n55,g17,g53
n38,g76,g22
n33,g73,g62
n62,g34,g93
n11,g58,g86
n27,g41,g27
n50,g26,g2
n44,g40,g82
n12,g81,g60
n67,g99,g65
n75,g63,g32
n0,g11,g28
n22,g54,g68
n58,g0,g3
n36,g97,g48
n42,g55,g52
n61,g66,g37
n78,g55,g15
n3,g18,g17
n29,g80,g60
n47,g81,g72
n49,g22,g49
n52,g80,g55
n59,g58,g4
n57,g86,g84
n66,g92,g99
n37,g99,g15
n13,g44,g51
n40,g27,g50
n19,g84,g47
n46,g11,g18
n7,g64,g25
n15,g98,g26
n48,g46,g74
n41,g29,g8
n76,g47,g59
n64,g1,g49
n56,g56,g44
n2,g33,g86
n1,g59,g52
