n70,g28,g7
n65,g29,g43
n6,g96,g52
n35,g58,g25
n4,g66,g85
n32,g54,g14
n72,g94,g92
n74,g65,g56
n26,g39,g59
n21,g22,g36
n60,g74,g5
n20,g10,g44
n73,g13,g57
n51,g13,g69
n69,g45,g60
n71,g11,g90
n28,g33,g3
n77,g52,g53
n14,g60,g70
n45,g39,g24
n39,g79,g54
n5,g91,g11
n23,g62,g30
n24,g84,g61
n54,g48,g64
n16,g3,g15
n17,g85,g75
n18,g21,g6
n63,g36,g12
n9,g57,g69
n25,g80,g30
n30,g10,g16
n31,g53,g41
n10,g47,g35
n43,g76,g97
n68,g2,g67
n34,g35,g84
n8,g54,g37
n79,g68,g66
n53,g88,g74
n55,g48,g94
n38,g91,g22
n33,g78,g29
n62,g4,g11
n11,g10,g68
n27,g5,g61
n50,g48,g62
n44,g44,g69
n12,g25,g99
n67,g12,g86
n75,g93,g65
n0,g4,g8
n22,g41,g40
n58,g48,g2
n36,g46,g44
n42,g14,g8
n61,g74,g64
n78,g54,g43
n3,g43,g15
n29,g56,g45
n47,g87,g89
n49,g20,g88
n52,g75,g9
n59,g6,g48
n57,g23,g5
n66,g76,g29
n37,g57,g17
n13,g69,g75
n40,g47,g12
n19,g40,g68
n46,g22,g81
n7,g5,g63
n15,g90,g13
n48,g12,g8
n41,g17,g39
n76,g37,g3
n64,g22,g5
n56,g89,g70
n2,g80,g3
n1,g87,g80
