n70,g16,g87
n65,g33,g9
n6,g51,g86
n35,g58,g35
n4,g63,g54
n32,g37,g68
n72,g18,g73
n74,g6,g52
n26,g73,g26
n21,g83,g81
n60,g23,g41
n20,g84,g79
n73,g73,g35
n51,g94,g6
n69,g22,g38
n71,g39,g71
n28,g1,g23
n77,g78,g3
n14,g24,g95
n45,g20,g2
n39,g6,g5
n5,g32,g48
n23,g69,g96
n24,g63,g2
n54,g70,g42
n16,g3,g89
n17,g95,g19
n18,g78,g2
n63,g42,g23
n9,g43,g20
n25,g25,g0
n30,g65,g56
n31,g17,g82
n10,g24,g77
n43,g51,g33
n68,g61,g42
n34,g48,g55
n8,g90,g23
n79,g96,g19
n53,g51,g88
n55,g1,g53
n38,g94,g11
n33,g77,g42
n62,g12,g22
n11,g19,g50
n27,g59,g96
n50,g70,g40
n44,g65,g11
n12,g90,g8
n67,g7,g81
n75,g60,g91
n0,g53,g47
n22,g83,g41
n58,g96,g15
n36,g21,g8
n42,g43,g2
n61,g58,g79
n78,g35,g96
n3,g41,g69
n29,g62,g31
n47,g17,g28
n49,g27,g15
n52,g22,g77
n59,g71,g6
n57,g0,g8
n66,g25,g29
n37,g58,g78
n13,g56,g13
n40,g85,g90
n19,g3,g54
n46,g85,g34
n7,g43,g92
n15,g90,g3
n48,g20,g93
n41,g27,g30
n76,g12,g27
n64,g99,g50
n56,g12,g8
n2,g95,g15
n1,g8,g78
