n70,g51,g82
n65,g3,g60
n6,g57,g23
n35,g35,g14
n4,g12,g73
n32,g83,g11
n72,g21,g27
n74,g94,g67
n26,g76,g24
n21,g23,g8
n60,g92,g84
n20,g21,g24
n73,g48,g6
n51,g93,g34
n69,g66,g69
n71,g7,g8
n28,g3,g30
n77,g59,g37
n14,g65,g38
n45,g39,g97
n39,g93,g91
n5,g69,g79
n23,g27,g5
n24,g95,g61
n54,g83,g31
n16,g39,g30
n17,g61,g23
n18,g75,g65
n63,g48,g35
n9,g83,g55
n25,g2,g21
n30,g37,g18
n31,g93,g25
n10,g74,g73
n43,g67,g25
n68,g42,g50
n34,g94,g88
n8,g15,g46
n79,g74,g13
n53,g5,g95
n55,g73,g62
n38,g81,g95
n33,g72,g10
n62,g6,g73
n11,g6,g1
n27,g35,g99
n50,g56,g96
n44,g40,g59
n12,g30,g1
n67,g44,g69
n75,g24,g2
n0,g36,g16
n22,g91,g79
n58,g22,g6
n36,g36,g34
n42,g40,g34
n61,g36,g50
n78,g61,g78
n3,g62,g44
n29,g28,g76
n47,g37,g48
n49,g18,g14
n52,g43,g86
n59,g76,g43
n57,g98,g73
n66,g69,g14
n37,g58,g69
n13,g63,g85
n40,g87,g51
n19,g9,g18
n46,g25,g68
n7,g78,g13
n15,g33,g42
n48,g77,g92
n41,g94,g9
n76,g49,g16
n64,g33,g83
n56,g33,g90
n2,g63,g26
n1,g23,g71
