n70,g22,g86
n65,g64,g61
n6,g92,g36
n35,g15,g99
n4,g56,g80
n32,g77,g1
n72,g30,g37
n26,g18,g49
n21,g76,g31
n60,g17,g13
n20,g31,g2
n73,g57,g43
n51,g61,g7
n69,g8,g89
n71,g51,g60
n28,g45,g90
n14,g73,g93
n45,g49,g63
n39,g70,g15
n5,g43,g64
n23,g66,g63
n24,g14,g39
n54,g40,g95
n16,g80,g21
n17,g63,g54
n18,g84,g93
n63,g62,g52
n9,g75,g22
n25,g74,g20
n30,g98,g65
n31,g0,g88
n10,g6,g75
n43,g91,g15
n68,g37,g70
n34,g39,g78
n8,g54,g42
n53,g75,g27
n55,g58,g96
n38,g82,g85
n33,g8,g24
n62,g48,g19
n11,g76,g25
n27,g68,g28
n50,g57,g44
n44,g96,g31
n12,g82,g20
n67,g58,g18
n0,g72,g45
n22,g28,g10
n58,g2,g48
n36,g2,g39
n42,g20,g40
n61,g69,g13
n3,g13,g99
n29,g91,g39
n47,g44,g55
n49,g78,g50
n52,g70,g46
n59,g7,g51
n57,g21,g62
n66,g62,g11
n37,g15,g26
n13,g30,g90
n40,g64,g50
n19,g91,g19
n46,g19,g74
n7,g13,g54
n15,g85,g71
n48,g90,g72
n41,g57,g94
n64,g3,g46
n56,g41,g43
n2,g68,g7
n1,g6,g32
