n70,g21,g95
n65,g75,g39
n6,g84,g32
n35,g2,g78
n4,g79,g60
n32,g59,g4
n72,g23,g37
n26,g80,g26
n21,g97,g53
n60,g77,g34
n20,g76,g27
n73,g6,g76
n51,g36,g21
n69,g11,g76
n71,g18,g78
n28,g67,g43
n14,g36,g51
n45,g46,g39
n39,g53,g11
n5,g46,g41
n23,g80,g4
n24,g48,g4
n54,g11,g35
n16,g43,g26
n17,g7,g30
n18,g76,g87
n63,g39,g42
n9,g35,g97
n25,g77,g47
n30,g48,g60
n31,g14,g71
n10,g33,g96
n43,g38,g92
n68,g77,g2
n34,g75,g82
n8,g25,g48
n53,g72,g10
n55,g67,g34
n38,g52,g65
n33,g56,g14
n62,g87,g38
n11,g86,g5
n27,g46,g5
n50,g92,g39
n44,g0,g40
n12,g34,g37
n67,g27,g67
n0,g83,g62
n22,g81,g61
n58,g3,g55
n36,g93,g28
n42,g54,g22
n61,g98,g49
n3,g22,g39
n29,g33,g74
n47,g7,g66
n49,g0,g61
n52,g89,g7
n59,g65,g47
n57,g5,g81
n66,g62,g88
n37,g9,g37
n13,g56,g60
n40,g1,g18
n19,g52,g83
n46,g28,g16
n7,g7,g48
n15,g36,g78
n48,g20,g43
n41,g80,g59
n64,g27,g56
n56,g0,g54
n2,g88,g97
n1,g51,g31
