n70,g87,g53
n65,g71,g46
n6,g88,g47
n35,g0,g93
n4,g10,g52
n32,g32,g60
n72,g49,g42
n74,g93,g38
n26,g6,g24
n21,g59,g73
n60,g24,g50
n20,g4,g85
n73,g29,g65
n51,g15,g32
n69,g90,g3
n71,g5,g15
n28,g4,g81
n77,g21,g97
n14,g40,g90
n45,g20,g1
n39,g50,g88
n5,g30,g90
n23,g1,g26
n24,g10,g12
n54,g77,g32
n16,g56,g45
n17,g72,g88
n18,g60,g0
n63,g17,g92
n9,g58,g92
n25,g33,g36
n30,g84,g33
n31,g60,g69
n10,g10,g37
n43,g8,g83
n68,g32,g38
n34,g55,g5
n8,g7,g34
n53,g56,g94
n55,g33,g61
n38,g68,g62
n33,g75,g66
n62,g84,g8
n11,g35,g41
n27,g45,g96
n50,g58,g2
n44,g93,g68
n12,g53,g7
n67,g21,g44
n75,g47,g10
n0,g53,g84
n22,g90,g4
n58,g2,g30
n36,g80,g26
n42,g84,g88
n61,g63,g66
n3,g51,g64
n29,g47,g87
n47,g50,g13
n49,g39,g80
n52,g76,g48
n59,g20,g4
n57,g85,g69
n66,g23,g19
n37,g13,g38
n13,g22,g29
n40,g54,g83
n19,g11,g95
n46,g80,g87
n7,g40,g9
n15,g77,g98
n48,g25,g96
n41,g41,g48
n76,g67,g36
n64,g6,g45
n56,g95,g91
n2,g21,g79
n1,g29,g69
