n70,g98,g38
n65,g67,g12
n6,g58,g77
n35,g69,g82
n4,g73,g77
n32,g53,g55
n72,g99,g25
n74,g95,g20
n26,g16,g37
n21,g36,g74
n60,g24,g60
n20,g6,g89
n73,g67,g65
n51,g57,g34
n69,g90,g47
n71,g28,g12
n28,g38,g48
n77,g90,g76
n14,g73,g1
n45,g91,g85
n39,g73,g85
n5,g80,g87
n23,g0,g90
n24,g73,g21
n54,g68,g83
n16,g63,g37
n17,g25,g88
n18,g6,g93
n63,g17,g64
n9,g48,g59
n25,g23,g34
n30,g35,g60
n31,g14,g59
n10,g99,g61
n43,g83,g92
n68,g12,g46
n34,g24,g69
n8,g88,g92
n53,g63,g35
n55,g73,g45
n38,g92,g80
n33,g75,g70
n62,g84,g31
n11,g40,g44
n27,g94,g8
n50,g36,g34
n44,g52,g59
n12,g0,g77
n67,g20,g67
n75,g84,g12
n0,g80,g72
n22,g97,g89
n58,g50,g44
n36,g70,g4
n42,g45,g46
n61,g53,g18
n3,g6,g29
n29,g24,g84
n47,g84,g19
n49,g76,g28
n52,g94,g32
n59,g97,g3
n57,g83,g2
n66,g58,g32
n37,g46,g37
n13,g81,g87
n40,g9,g61
n19,g2,g23
n46,g37,g24
n7,g76,g11
n15,g4,g77
n48,g60,g32
n41,g15,g37
n76,g66,g18
n64,g11,g70
n56,g92,g74
n2,g48,g92
n1,g93,g14
