n70,g22,g88
n65,g1,g64
n6,g98,g89
n35,g13,g85
n4,g55,g50
n32,g10,g21
n72,g47,g17
n74,g6,g79
n26,g19,g77
n21,g64,g7
n60,g57,g83
n20,g65,g70
n73,g89,g15
n51,g66,g77
n69,g59,g76
n71,g81,g58
n28,g81,g66
n77,g19,g69
n14,g96,g48
n45,g76,g70
n39,g62,g25
n5,g83,g40
n23,g15,g75
n24,g6,g0
n54,g50,g83
n16,g87,g60
n17,g42,g45
n18,g46,g0
n63,g36,g92
n9,g49,g14
n25,g34,g31
n30,g69,g62
n31,g67,g77
n10,g54,g13
n43,g80,g7
n68,g35,g2
n34,g47,g50
n8,g41,g86
n53,g41,g96
n55,g47,g86
n38,g69,g27
n33,g62,g51
n62,g30,g4
n11,g86,g45
n27,g96,g87
n50,g21,g20
n44,g60,g47
n12,g85,g1
n67,g16,g76
n75,g62,g45
n0,g81,g0
n22,g23,g74
n58,g82,g26
n36,g62,g0
n42,g47,g31
n61,g48,g69
n3,g68,g10
n29,g83,g46
n47,g11,g30
n49,g6,g1
n52,g84,g23
n59,g18,g13
n57,g28,g44
n66,g52,g18
n37,g97,g95
n13,g87,g91
n40,g46,g98
n19,g99,g1
n46,g15,g43
n7,g5,g96
n15,g61,g92
n48,g32,g95
n41,g24,g97
n76,g14,g31
n64,g6,g87
n56,g93,g19
n2,g15,g36
n1,g76,g43
