n70,g57,g94
n65,g36,g24
n6,g88,g97
n35,g90,g26
n4,g52,g24
n32,g54,g62
n72,g51,g2
n74,g38,g86
n26,g48,g85
n21,g39,g65
n60,g58,g89
n20,g0,g24
n73,g51,g26
n51,g65,g19
n69,g77,g48
n71,g95,g1
n28,g65,g42
n77,g66,g48
n14,g65,g35
n45,g66,g26
n39,g47,g64
n5,g62,g0
n23,g50,g32
n24,g5,g25
n54,g94,g99
n16,g40,g72
n17,g12,g19
n18,g72,g7
n63,g99,g76
n9,g12,g72
n25,g73,g96
n30,g72,g16
n31,g80,g68
n10,g83,g81
n43,g56,g1
n68,g73,g8
n34,g71,g64
n8,g6,g86
n53,g43,g27
n55,g22,g48
n38,g51,g77
n33,g36,g86
n62,g18,g43
n11,g22,g35
n27,g58,g35
n50,g69,g2
n44,g71,g28
n12,g68,g11
n67,g43,g25
n75,g53,g15
n0,g7,g8
n22,g50,g35
n58,g76,g55
n36,g36,g53
n42,g27,g40
n61,g35,g52
n78,g78,g75
n3,g90,g34
n29,g53,g17
n47,g8,g10
n49,g8,g66
n52,g32,g59
n59,g86,g12
n57,g77,g30
n66,g64,g26
n37,g72,g95
n13,g18,g7
n40,g3,g84
n19,g76,g13
n46,g16,g13
n7,g7,g4
n15,g91,g11
n48,g71,g95
n41,g18,g88
n76,g9,g71
n64,g17,g32
n56,g64,g29
n2,g6,g12
n1,g66,g87
