n70,g25,g13
n65,g91,g80
n6,g77,g64
n35,g97,g66
n4,g23,g44
n32,g8,g85
n72,g98,g88
n83,g90,g84
n74,g65,g67
n26,g76,g95
n21,g38,g89
n60,g20,g53
n20,g84,g49
n73,g63,g48
n51,g66,g67
n69,g91,g79
n71,g39,g23
n28,g77,g39
n77,g61,g74
n14,g72,g91
n45,g33,g91
n39,g56,g66
n5,g35,g75
n23,g53,g95
n24,g58,g22
n54,g35,g93
n16,g41,g93
n82,g49,g99
n17,g91,g38
n18,g89,g86
n63,g32,g94
n9,g53,g42
n25,g55,g23
n30,g51,g22
n31,g99,g16
n10,g31,g10
n43,g46,g87
n68,g49,g16
n34,g80,g82
n8,g30,g37
n79,g95,g7
n53,g33,g95
n55,g71,g52
n38,g36,g92
n33,g69,g64
n62,g5,g96
n11,g29,g80
n27,g42,g41
n50,g68,g12
n44,g88,g51
n12,g81,g98
n67,g64,g45
n75,g55,g82
n80,g83,g16
n0,g40,g20
n22,g37,g0
n81,g32,g65
n58,g67,g16
n36,g58,g80
n42,g60,g72
n61,g76,g42
n78,g16,g93
n3,g14,g92
n29,g31,g17
n47,g75,g7
n49,g79,g68
n52,g5,g55
n59,g73,g10
n57,g98,g32
n66,g48,g69
n37,g40,g3
n13,g0,g17
n40,g94,g19
n19,g73,g11
n46,g97,g88
n7,g1,g50
n15,g32,g55
n48,g87,g92
n41,g20,g99
n76,g62,g63
n64,g74,g92
n56,g40,g82
n2,g33,g0
n1,g3,g20
