n70,g47,g8
n65,g3,g20
n6,g62,g34
n35,g91,g89
n4,g70,g60
n32,g23,g94
n72,g3,g31
n83,g16,g53
n74,g5,g16
n26,g64,g97
n21,g51,g92
n60,g72,g9
n20,g64,g14
n73,g27,g97
n51,g72,g90
n69,g5,g70
n71,g78,g9
n28,g89,g29
n77,g25,g36
n14,g5,g48
n45,g30,g1
n39,g39,g18
n5,g56,g37
n23,g35,g73
n24,g5,g57
n54,g0,g77
n16,g85,g20
n82,g33,g46
n17,g67,g32
n18,g16,g70
n63,g95,g2
n9,g84,g6
n25,g3,g29
n30,g2,g82
n31,g98,g30
n10,g38,g35
n43,g60,g71
n68,g16,g61
n34,g58,g14
n8,g87,g71
n79,g76,g81
n53,g34,g92
n55,g32,g18
n38,g32,g62
n33,g94,g2
n62,g12,g32
n11,g54,g36
n27,g11,g60
n50,g96,g22
n44,g40,g64
n12,g22,g34
n67,g81,g61
n75,g88,g20
n80,g67,g92
n0,g83,g36
n22,g32,g97
n81,g86,g56
n58,g42,g65
n36,g45,g76
n42,g84,g1
n61,g8,g90
n78,g28,g42
n3,g26,g78
n29,g40,g85
n47,g48,g85
n49,g1,g96
n52,g48,g9
n59,g57,g98
n57,g30,g75
n66,g0,g23
n37,g9,g76
n13,g62,g45
n40,g66,g65
n19,g76,g93
n46,g92,g68
n7,g82,g40
n15,g37,g99
n48,g87,g18
n41,g41,g73
n76,g19,g12
n64,g11,g16
n56,g80,g15
n2,g64,g6
n1,g25,g49
