n70,g72,g88
n65,g0,g45
n6,g49,g13
n35,g94,g65
n4,g43,g99
n32,g98,g85
n72,g60,g32
n83,g42,g6
n74,g71,g50
n26,g23,g50
n21,g14,g78
n60,g52,g35
n20,g5,g32
n73,g85,g89
n51,g60,g57
n69,g23,g61
n71,g3,g23
n28,g39,g30
n77,g34,g25
n14,g22,g83
n45,g47,g13
n39,g84,g7
n5,g56,g46
n23,g85,g24
n24,g4,g92
n54,g92,g41
n16,g63,g24
n82,g65,g79
n17,g87,g44
n18,g12,g38
n63,g88,g51
n9,g0,g94
n25,g52,g33
n30,g2,g24
n31,g95,g55
n10,g8,g83
n43,g94,g82
n68,g20,g44
n34,g0,g1
n8,g98,g73
n79,g14,g83
n53,g23,g70
n55,g35,g48
n38,g29,g16
n33,g83,g46
n62,g55,g32
n11,g63,g64
n27,g2,g22
n50,g93,g11
n44,g16,g51
n12,g2,g28
n67,g87,g90
n75,g83,g97
n80,g33,g72
n0,g70,g10
n22,g68,g42
n81,g94,g58
n58,g57,g78
n36,g49,g12
n42,g57,g21
n61,g45,g10
n78,g71,g97
n3,g7,g36
n29,g90,g92
n47,g66,g25
n49,g78,g63
n52,g3,g70
n59,g66,g62
n57,g21,g20
n66,g33,g24
n37,g81,g38
n13,g27,g13
n40,g99,g69
n19,g14,g41
n46,g71,g93
n7,g20,g5
n15,g96,g28
n48,g82,g80
n41,g55,g49
n76,g54,g12
n64,g38,g39
n56,g80,g39
n2,g3,g77
n1,g25,g38
