n70,g2,g65
n65,g76,g1
n6,g29,g62
n35,g46,g23
n4,g31,g84
n32,g92,g85
n72,g30,g44
n83,g83,g28
n74,g36,g97
n26,g21,g31
n21,g13,g47
n60,g47,g85
n20,g35,g85
n73,g38,g67
n51,g65,g6
n69,g31,g79
n71,g39,g96
n28,g49,g10
n77,g13,g29
n14,g48,g95
n45,g72,g99
n39,g32,g1
n5,g91,g10
n23,g86,g74
n24,g44,g51
n54,g15,g0
n16,g38,g22
n82,g23,g39
n17,g73,g74
n18,g99,g2
n63,g69,g59
n9,g24,g75
n25,g66,g98
n30,g54,g29
n31,g47,g7
n10,g96,g24
n43,g97,g52
n68,g51,g57
n34,g7,g85
n8,g31,g14
n79,g85,g76
n53,g42,g51
n55,g6,g50
n38,g7,g9
n33,g38,g26
n62,g19,g62
n11,g57,g3
n27,g61,g87
n50,g93,g6
n44,g7,g82
n12,g48,g21
n67,g62,g27
n75,g95,g37
n80,g82,g70
n0,g14,g84
n22,g53,g46
n81,g72,g68
n58,g97,g11
n36,g52,g83
n42,g50,g13
n61,g26,g11
n78,g10,g92
n3,g94,g18
n29,g14,g9
n47,g88,g53
n49,g30,g64
n52,g58,g98
n59,g18,g78
n57,g35,g10
n66,g29,g86
n37,g99,g15
n13,g12,g59
n40,g63,g60
n19,g91,g13
n46,g37,g34
n7,g8,g37
n15,g53,g81
n48,g19,g32
n41,g95,g0
n76,g86,g59
n64,g21,g20
n56,g53,g77
n2,g22,g1
n1,g95,g57
