n70,g33,g90
n65,g38,g93
n6,g85,g78
n35,g46,g59
n4,g15,g36
n32,g69,g53
n72,g44,g38
n83,g4,g33
n74,g94,g85
n26,g23,g60
n21,g35,g14
n60,g90,g2
n20,g10,g43
n73,g82,g13
n51,g69,g97
n69,g92,g48
n71,g19,g60
n28,g67,g50
n77,g4,g89
n14,g26,g13
n45,g46,g92
n39,g30,g21
n5,g11,g83
n23,g38,g42
n24,g24,g93
n54,g22,g40
n16,g14,g12
n82,g21,g74
n17,g0,g78
n18,g46,g82
n63,g40,g83
n9,g86,g88
n25,g94,g77
n30,g15,g80
n31,g81,g7
n10,g13,g45
n43,g39,g17
n68,g38,g68
n34,g71,g63
n8,g46,g44
n79,g27,g34
n53,g55,g62
n55,g15,g28
n38,g61,g60
n33,g6,g57
n62,g2,g83
n11,g36,g84
n27,g95,g4
n50,g35,g5
n44,g16,g22
n12,g71,g85
n67,g83,g57
n75,g54,g55
n80,g62,g51
n0,g11,g36
n22,g78,g96
n81,g39,g5
n58,g48,g64
n36,g70,g87
n42,g73,g87
n61,g49,g69
n78,g94,g2
n3,g24,g21
n29,g96,g84
n47,g93,g53
n49,g80,g12
n52,g37,g85
n59,g50,g85
n57,g3,g70
n66,g21,g17
n37,g89,g87
n13,g97,g32
n40,g91,g52
n19,g32,g34
n46,g11,g87
n7,g53,g74
n15,g95,g67
n48,g40,g49
n41,g97,g64
n76,g48,g80
n64,g26,g92
n56,g93,g76
n2,g51,g68
n1,g23,g9
