n70,g70,g91
n65,g54,g29
n6,g51,g13
n35,g6,g84
n4,g72,g65
n32,g78,g98
n72,g86,g60
n83,g82,g31
n74,g13,g88
n26,g5,g95
n21,g53,g45
n60,g71,g94
n20,g22,g17
n73,g77,g9
n51,g83,g26
n69,g11,g41
n71,g95,g6
n28,g21,g61
n77,g92,g44
n14,g69,g93
n45,g14,g8
n39,g65,g93
n5,g88,g34
n23,g93,g8
n24,g44,g26
n54,g24,g68
n16,g42,g53
n82,g23,g40
n17,g76,g47
n18,g31,g36
n63,g14,g22
n9,g57,g88
n25,g84,g76
n30,g1,g85
n31,g67,g93
n10,g71,g23
n43,g96,g59
n68,g25,g46
n34,g96,g62
n8,g27,g59
n79,g96,g61
n53,g6,g38
n55,g74,g75
n38,g37,g26
n33,g38,g5
n62,g32,g39
n11,g90,g35
n27,g32,g87
n50,g20,g1
n44,g15,g51
n12,g66,g15
n67,g32,g85
n75,g43,g10
n80,g45,g21
n0,g17,g0
n22,g59,g13
n81,g2,g64
n58,g40,g41
n36,g27,g9
n42,g98,g10
n61,g96,g23
n78,g87,g19
n3,g95,g97
n29,g73,g72
n47,g14,g88
n49,g16,g43
n52,g2,g57
n59,g38,g62
n57,g64,g35
n66,g31,g87
n37,g72,g69
n13,g76,g26
n40,g81,g15
n19,g87,g27
n46,g30,g42
n7,g28,g95
n15,g48,g28
n48,g36,g99
n41,g38,g34
n76,g63,g66
n64,g12,g61
n56,g31,g79
n2,g43,g86
n1,g73,g57
