n0,g2,g35
n1,g85,g73
n2,g12,g67
n3,g21,g1
n4,g60,g61
n5,g68,g23
n6,g35,g44
n7,g13,g23
n8,g99,g24
n9,g35,g50
n10,g66,g43
n11,g84,g97
n12,g28,g67
n13,g82,g28
n14,g24,g85
n15,g10,g13
n16,g87,g57
n17,g52,g12
n18,g16,g8
n19,g23,g28
n20,g73,g68
n21,g48,g20
n22,g48,g70
n23,g15,g5
n24,g22,g84
n25,g71,g86
n26,g45,g73
n27,g19,g68
n28,g31,g9
n29,g27,g40
n30,g61,g48
n31,g4,g84
n32,g75,g15
n33,g75,g61
n34,g46,g22
n35,g51,g94
n36,g21,g5
n37,g61,g18
n38,g22,g4
n39,g56,g73
n40,g89,g79
n41,g47,g27
n42,g41,g45
n43,g5,g22
n44,g97,g83
n45,g70,g4
n46,g67,g90
n47,g5,g11
n48,g54,g64
n49,g63,g45
