n0,g87,g5
n1,g42,g34
n2,g21,g1
n3,g18,g13
n4,g94,g88
n5,g77,g86
n6,g12,g40
n7,g18,g52
n8,g58,g43
n9,g21,g31
n10,g21,g13
n11,g51,g22
n12,g58,g36
n13,g53,g82
n14,g33,g60
n15,g26,g68
n16,g46,g81
n17,g86,g7
n18,g85,g60
n19,g2,g36
n20,g32,g86
n21,g83,g0
n22,g83,g32
n23,g63,g20
n24,g77,g50
n25,g30,g41
n26,g0,g25
n27,g48,g44
n28,g46,g89
n29,g67,g74
n30,g92,g52
n31,g50,g28
n32,g0,g84
n33,g22,g19
n34,g80,g9
n35,g82,g12
n36,g72,g60
n37,g43,g35
n38,g17,g51
n39,g45,g46
n40,g79,g70
n41,g92,g94
n42,g45,g55
n43,g1,g26
n44,g73,g57
n45,g4,g11
n46,g23,g50
n47,g43,g14
n48,g55,g86
n49,g95,g81
