n0,g24,g72
n1,g47,g18
n2,g77,g79
n3,g74,g40
n4,g0,g68
n5,g3,g34
n6,g4,g6
n7,g51,g5
n8,g44,g46
n9,g32,g90
n10,g77,g63
n11,g20,g94
n12,g18,g87
n13,g43,g80
n14,g25,g51
n15,g61,g42
n16,g76,g73
n17,g2,g60
n18,g49,g84
n19,g57,g9
n20,g77,g2
n21,g73,g87
n22,g51,g81
n23,g30,g96
n24,g53,g21
n25,g52,g12
n26,g26,g18
n27,g96,g39
n28,g87,g94
n29,g31,g9
n30,g73,g34
n31,g2,g56
n32,g71,g36
n33,g84,g6
n34,g15,g3
n35,g12,g83
n36,g58,g86
n37,g45,g35
n38,g67,g59
n39,g61,g11
n40,g84,g0
n41,g31,g37
n42,g48,g50
n43,g42,g98
n44,g92,g50
n45,g41,g69
n46,g36,g11
n47,g4,g36
n48,g7,g33
n49,g58,g13
