n70,g60,g75
n65,g13,g48
n6,g87,g19
n35,g83,g68
n4,g73,g91
n32,g96,g35
n72,g70,g25
n74,g13,g54
n26,g61,g80
n21,g39,g32
n60,g89,g85
n20,g7,g86
n73,g57,g46
n51,g94,g93
n69,g19,g35
n71,g23,g3
n28,g85,g29
n77,g84,g56
n14,g52,g16
n45,g0,g90
n39,g3,g45
n5,g35,g18
n23,g36,g98
n24,g18,g46
n54,g96,g42
n16,g7,g73
n17,g37,g52
n18,g69,g64
n63,g73,g44
n9,g76,g78
n25,g8,g24
n30,g13,g8
n31,g41,g7
n10,g73,g66
n43,g87,g3
n68,g75,g90
n34,g0,g13
n8,g38,g59
n79,g75,g13
n53,g38,g21
n55,g69,g73
n38,g89,g25
n33,g98,g54
n62,g20,g74
n11,g22,g34
n27,g40,g30
n50,g55,g17
n44,g52,g38
n12,g92,g82
n67,g31,g2
n75,g49,g4
n80,g72,g3
n0,g97,g37
n22,g4,g74
n58,g23,g51
n36,g5,g57
n42,g79,g71
n61,g14,g66
n78,g46,g0
n3,g93,g30
n29,g87,g84
n47,g80,g94
n49,g78,g54
n52,g41,g67
n59,g99,g48
n57,g24,g95
n66,g49,g1
n37,g11,g23
n13,g62,g54
n40,g14,g43
n19,g16,g1
n46,g77,g79
n7,g38,g12
n15,g24,g1
n48,g66,g25
n41,g58,g61
n76,g11,g18
n64,g64,g93
n56,g56,g29
n2,g98,g69
n1,g85,g81
