n70,g57,g84
n65,g15,g50
n6,g85,g0
n35,g61,g43
n4,g2,g72
n32,g85,g25
n72,g75,g96
n74,g65,g75
n26,g52,g13
n21,g9,g56
n60,g85,g66
n20,g93,g46
n73,g31,g70
n51,g21,g15
n69,g34,g85
n71,g62,g36
n28,g98,g21
n77,g0,g79
n14,g48,g43
n45,g10,g97
n39,g94,g5
n5,g59,g94
n23,g19,g66
n24,g65,g73
n54,g89,g43
n16,g42,g16
n17,g15,g24
n18,g42,g45
n63,g15,g41
n9,g40,g56
n25,g92,g69
n30,g1,g96
n31,g43,g71
n10,g59,g43
n43,g0,g8
n68,g52,g79
n34,g76,g11
n8,g52,g21
n79,g77,g6
n53,g98,g33
n55,g56,g17
n38,g68,g42
n33,g89,g69
n62,g3,g2
n11,g48,g52
n27,g9,g14
n50,g93,g16
n44,g61,g16
n12,g78,g94
n67,g1,g3
n75,g32,g21
n80,g33,g57
n0,g7,g17
n22,g41,g50
n58,g14,g24
n36,g7,g29
n42,g44,g72
n61,g76,g25
n78,g39,g50
n3,g28,g62
n29,g6,g47
n47,g29,g42
n49,g93,g91
n52,g76,g77
n59,g60,g47
n57,g42,g94
n66,g12,g72
n37,g83,g51
n13,g73,g68
n40,g85,g49
n19,g13,g10
n46,g58,g70
n7,g76,g67
n15,g92,g96
n48,g2,g49
n41,g21,g24
n76,g82,g71
n64,g36,g41
n56,g81,g98
n2,g27,g47
n1,g75,g22
