n70,g63,g33
n65,g84,g95
n6,g57,g20
n35,g18,g15
n4,g12,g71
n32,g36,g13
n72,g37,g86
n83,g29,g98
n74,g21,g27
n26,g43,g18
n21,g89,g39
n60,g87,g67
n20,g34,g38
n73,g8,g98
n51,g5,g25
n69,g69,g97
n71,g65,g83
n28,g33,g58
n77,g8,g64
n14,g0,g78
n45,g10,g55
n39,g26,g79
n5,g95,g57
n23,g71,g42
n24,g81,g78
n54,g5,g99
n16,g36,g57
n82,g35,g34
n17,g58,g57
n18,g74,g22
n63,g56,g57
n9,g74,g72
n25,g87,g90
n30,g92,g79
n31,g0,g77
n10,g98,g3
n43,g14,g43
n68,g54,g49
n34,g25,g38
n8,g40,g74
n79,g6,g38
n53,g16,g78
n55,g16,g63
n38,g71,g50
n33,g85,g74
n62,g11,g49
n11,g77,g70
n27,g91,g81
n50,g74,g81
n44,g27,g17
n12,g3,g2
n67,g73,g19
n75,g84,g70
n80,g65,g87
n0,g37,g94
n22,g48,g15
n81,g44,g89
n58,g64,g80
n36,g69,g77
n42,g96,g73
n61,g49,g2
n78,g79,g54
n3,g48,g68
n29,g18,g66
n47,g23,g96
n49,g12,g15
n52,g22,g78
n59,g99,g36
n57,g76,g43
n66,g77,g1
n37,g25,g49
n13,g40,g2
n40,g60,g69
n19,g3,g31
n46,g25,g65
n7,g46,g28
n15,g47,g26
n48,g17,g5
n41,g46,g82
n76,g85,g82
n64,g81,g13
n56,g31,g15
n2,g5,g91
n1,g94,g95
