n70,g10,g86
n6,g7,g28
n4,g91,g58
n22,g67,g95
n21,g24,g95
n60,g87,g34
n79,g49,g9
n74,g27,g85
n69,g42,g53
n28,g45,g18
n14,g94,g78
n45,g17,g33
n5,g36,g57
n23,g45,g85
n24,g97,g19
n17,g72,g62
n54,g3,g15
n77,g99,g44
n63,g52,g27
n9,g48,g46
n25,g76,g82
n87,g9,g99
n10,g25,g36
n68,g43,g30
n34,g98,g5
n72,g95,g34
n73,g67,g12
n55,g78,g29
n44,g58,g16
n16,g11,g1
n80,g73,g71
n81,g62,g38
n75,g76,g93
n66,g99,g6
n47,g61,g51
n52,g86,g32
n59,g3,g29
n57,g36,g11
n71,g19,g60
n37,g24,g61
n31,g78,g83
n19,g78,g75
n46,g61,g2
n65,g86,g36
n85,g79,g81
n1,g3,g97
n84,g61,g79
n32,g62,g35
n26,g7,g84
n20,g22,g59
n53,g95,g71
n56,g4,g85
n76,g84,g48
n38,g64,g58
n13,g48,g36
n67,g12,g38
n41,g72,g5
n18,g5,g70
n11,g6,g31
n30,g64,g87
n35,g66,g15
n8,g75,g2
n83,g49,g71
n39,g18,g79
n33,g98,g93
n27,g70,g85
n50,g11,g74
n12,g89,g46
n82,g89,g26
n0,g91,g12
n43,g29,g41
n58,g75,g88
n36,g9,g30
n42,g57,g95
n61,g29,g17
n78,g1,g37
n3,g66,g35
n29,g96,g66
n49,g80,g41
n88,g77,g15
n86,g46,g57
n62,g44,g74
n40,g79,g40
n51,g43,g51
n7,g22,g37
n15,g51,g52
n48,g9,g70
n64,g6,g8
n2,g76,g90
