n70,g36,g92
n6,g66,g97
n4,g56,g47
n22,g55,g98
n21,g5,g42
n60,g55,g0
n79,g90,g32
n74,g0,g46
n69,g16,g70
n28,g87,g63
n14,g25,g32
n45,g12,g45
n5,g64,g93
n23,g1,g35
n24,g85,g98
n17,g90,g45
n54,g79,g77
n77,g52,g85
n63,g32,g99
n9,g16,g22
n25,g39,g16
n87,g50,g90
n10,g0,g71
n68,g44,g23
n34,g23,g60
n72,g92,g82
n73,g23,g74
n55,g16,g2
n44,g96,g28
n16,g29,g46
n80,g59,g58
n81,g92,g95
n75,g95,g40
n66,g95,g77
n47,g70,g4
n52,g9,g61
n59,g86,g35
n57,g4,g73
n71,g9,g20
n37,g5,g12
n31,g90,g82
n19,g41,g86
n46,g52,g56
n65,g16,g57
n85,g78,g72
n1,g41,g19
n84,g34,g80
n32,g18,g47
n26,g4,g29
n20,g91,g64
n53,g64,g88
n56,g48,g54
n76,g57,g38
n38,g87,g67
n13,g54,g62
n67,g51,g29
n41,g54,g70
n18,g95,g30
n11,g5,g99
n30,g10,g77
n35,g79,g44
n8,g83,g25
n83,g33,g83
n39,g68,g94
n33,g60,g29
n27,g21,g66
n50,g69,g51
n12,g99,g55
n82,g12,g22
n0,g14,g1
n43,g50,g80
n58,g5,g98
n36,g49,g47
n42,g46,g51
n61,g24,g88
n78,g67,g15
n3,g6,g48
n29,g4,g13
n49,g27,g47
n88,g67,g86
n86,g30,g42
n62,g78,g6
n40,g3,g18
n51,g73,g69
n7,g39,g33
n15,g42,g2
n48,g79,g2
n64,g25,g80
n2,g72,g25
