n70,g65,g45
n6,g75,g81
n4,g84,g79
n22,g26,g30
n21,g0,g55
n60,g48,g18
n79,g25,g11
n74,g50,g18
n69,g99,g71
n28,g54,g16
n14,g26,g64
n45,g68,g38
n5,g58,g31
n23,g57,g8
n24,g12,g68
n17,g90,g84
n54,g56,g25
n77,g13,g7
n63,g54,g48
n9,g7,g67
n25,g28,g6
n87,g91,g51
n10,g76,g20
n68,g27,g95
n34,g67,g55
n72,g11,g65
n73,g89,g11
n55,g82,g76
n44,g98,g19
n16,g94,g41
n80,g2,g61
n81,g47,g3
n75,g24,g33
n66,g87,g8
n47,g42,g92
n52,g83,g86
n59,g12,g64
n57,g73,g19
n71,g2,g72
n37,g75,g67
n31,g62,g27
n19,g48,g71
n46,g23,g64
n65,g48,g58
n85,g72,g80
n1,g16,g71
n84,g20,g93
n32,g44,g56
n26,g20,g42
n20,g9,g73
n53,g91,g32
n56,g14,g27
n76,g28,g23
n38,g33,g5
n13,g22,g93
n67,g87,g74
n41,g96,g1
n18,g55,g69
n11,g24,g43
n30,g30,g75
n35,g19,g95
n8,g9,g76
n83,g9,g70
n39,g81,g24
n33,g29,g1
n27,g96,g17
n50,g87,g33
n12,g57,g91
n82,g10,g60
n0,g38,g21
n43,g4,g40
n58,g78,g14
n36,g76,g67
n42,g75,g1
n61,g3,g39
n78,g78,g43
n3,g41,g78
n29,g39,g16
n49,g87,g10
n88,g4,g70
n86,g21,g42
n62,g56,g53
n40,g4,g86
n51,g49,g77
n7,g89,g97
n15,g95,g60
n48,g58,g79
n64,g74,g50
n2,g26,g95
