n70,g38,g48
n6,g57,g28
n4,g91,g65
n22,g64,g29
n21,g96,g38
n60,g6,g81
n79,g30,g66
n74,g23,g42
n69,g83,g80
n28,g40,g61
n14,g37,g68
n45,g72,g92
n5,g19,g62
n23,g48,g35
n24,g76,g73
n17,g40,g57
n54,g12,g11
n77,g7,g56
n63,g40,g81
n9,g48,g1
n25,g85,g58
n87,g54,g16
n10,g62,g70
n68,g7,g63
n34,g6,g15
n72,g86,g23
n73,g64,g96
n55,g25,g72
n44,g70,g47
n16,g73,g37
n80,g75,g46
n81,g12,g47
n75,g30,g9
n66,g61,g10
n47,g83,g98
n52,g33,g29
n59,g68,g99
n57,g48,g37
n71,g77,g46
n37,g49,g74
n31,g94,g25
n19,g33,g42
n46,g25,g81
n65,g7,g49
n85,g98,g52
n1,g65,g53
n84,g20,g68
n32,g82,g25
n26,g90,g35
n20,g44,g2
n53,g57,g46
n56,g88,g71
n76,g3,g15
n38,g52,g28
n13,g1,g27
n67,g20,g42
n41,g68,g77
n18,g98,g89
n11,g11,g2
n30,g7,g80
n35,g40,g4
n8,g83,g50
n83,g23,g11
n39,g12,g63
n33,g98,g94
n27,g80,g53
n50,g49,g62
n12,g89,g8
n82,g24,g26
n0,g84,g9
n43,g44,g41
n58,g62,g72
n36,g59,g16
n42,g22,g87
n61,g17,g88
n78,g45,g16
n3,g1,g83
n29,g22,g41
n49,g31,g17
n88,g26,g20
n86,g56,g20
n62,g34,g49
n40,g8,g6
n51,g29,g86
n7,g2,g96
n15,g82,g84
n48,g10,g94
n64,g39,g33
n2,g49,g24
