n70,g27,g40
n65,g86,g97
n6,g62,g15
n35,g8,g43
n4,g89,g34
n32,g51,g23
n72,g72,g35
n83,g46,g84
n74,g75,g62
n84,g89,g37
n26,g7,g64
n21,g9,g47
n60,g96,g79
n20,g83,g4
n73,g50,g24
n51,g89,g95
n69,g51,g54
n71,g36,g70
n28,g82,g56
n77,g76,g80
n14,g2,g72
n45,g37,g38
n39,g40,g0
n5,g18,g64
n23,g36,g94
n24,g11,g68
n54,g9,g58
n16,g29,g71
n82,g36,g15
n17,g64,g65
n18,g98,g77
n63,g70,g50
n9,g31,g66
n25,g2,g41
n30,g60,g83
n31,g5,g13
n10,g10,g74
n43,g31,g97
n68,g61,g81
n34,g12,g21
n8,g38,g45
n79,g81,g56
n53,g15,g47
n55,g77,g87
n38,g85,g80
n33,g29,g39
n62,g6,g53
n11,g69,g43
n27,g69,g26
n50,g31,g63
n44,g10,g46
n12,g39,g94
n67,g21,g34
n75,g21,g10
n80,g42,g73
n0,g87,g13
n22,g29,g55
n81,g83,g87
n58,g32,g42
n36,g88,g11
n42,g13,g27
n61,g62,g32
n78,g30,g33
n3,g93,g34
n29,g86,g22
n47,g29,g28
n49,g49,g43
n52,g97,g63
n59,g62,g64
n57,g94,g16
n66,g36,g30
n37,g58,g25
n13,g41,g82
n40,g87,g1
n19,g82,g47
n46,g21,g42
n7,g46,g2
n15,g84,g73
n48,g1,g78
n41,g45,g51
n76,g68,g17
n64,g74,g22
n56,g25,g1
n2,g82,g90
n1,g55,g94
