n70,g75,g57
n65,g24,g19
n6,g52,g48
n35,g71,g68
n4,g7,g18
n32,g40,g62
n72,g62,g34
n83,g28,g48
n74,g88,g46
n84,g55,g10
n26,g10,g90
n21,g31,g48
n60,g48,g9
n20,g20,g13
n73,g69,g70
n51,g4,g17
n69,g51,g63
n71,g26,g60
n28,g37,g71
n77,g1,g30
n14,g2,g47
n45,g20,g84
n39,g16,g79
n5,g13,g34
n23,g37,g46
n24,g43,g99
n54,g0,g68
n16,g55,g41
n82,g69,g37
n17,g71,g6
n18,g13,g19
n63,g31,g61
n9,g8,g38
n25,g14,g32
n30,g6,g50
n31,g54,g14
n10,g5,g25
n43,g73,g56
n68,g69,g77
n34,g78,g98
n8,g57,g20
n79,g56,g96
n53,g5,g45
n55,g58,g89
n38,g84,g39
n33,g23,g24
n62,g42,g91
n11,g1,g76
n27,g91,g99
n50,g40,g85
n44,g55,g46
n12,g96,g9
n67,g46,g3
n75,g40,g50
n80,g2,g96
n0,g78,g16
n22,g83,g85
n81,g66,g74
n58,g79,g23
n36,g25,g43
n42,g31,g82
n61,g15,g10
n78,g78,g92
n3,g65,g8
n29,g41,g17
n47,g4,g83
n49,g30,g82
n52,g49,g34
n59,g39,g70
n57,g13,g86
n66,g92,g51
n37,g45,g13
n13,g73,g55
n40,g99,g2
n19,g3,g85
n46,g76,g5
n7,g6,g15
n15,g96,g59
n48,g95,g96
n41,g3,g9
n76,g5,g22
n64,g70,g27
n56,g47,g43
n2,g69,g54
n1,g23,g54
