n70,g98,g58
n65,g83,g73
n6,g61,g4
n35,g87,g65
n4,g18,g1
n32,g9,g56
n72,g92,g14
n83,g2,g28
n74,g56,g4
n84,g37,g53
n26,g43,g97
n21,g66,g76
n60,g50,g45
n20,g7,g64
n73,g85,g64
n51,g94,g52
n69,g21,g96
n71,g68,g51
n28,g22,g90
n77,g95,g27
n14,g44,g45
n45,g47,g46
n39,g75,g0
n5,g60,g24
n23,g83,g72
n24,g38,g94
n54,g5,g52
n16,g4,g6
n82,g51,g80
n17,g99,g97
n18,g18,g13
n63,g48,g10
n9,g6,g62
n25,g24,g1
n30,g61,g1
n31,g81,g54
n10,g96,g53
n43,g96,g7
n68,g38,g88
n34,g87,g51
n8,g84,g29
n79,g73,g79
n53,g65,g49
n55,g63,g75
n38,g89,g24
n33,g88,g54
n62,g79,g27
n11,g3,g64
n27,g17,g59
n50,g80,g65
n44,g60,g40
n12,g78,g19
n67,g96,g98
n75,g52,g76
n80,g4,g69
n0,g33,g17
n22,g59,g30
n81,g82,g70
n58,g79,g64
n36,g7,g48
n42,g3,g49
n61,g6,g50
n78,g7,g95
n3,g42,g84
n29,g0,g94
n47,g74,g94
n49,g4,g32
n52,g40,g20
n59,g62,g78
n57,g70,g81
n66,g67,g68
n37,g69,g62
n13,g24,g88
n40,g19,g29
n19,g50,g16
n46,g77,g32
n7,g44,g52
n15,g15,g20
n48,g7,g68
n41,g91,g63
n76,g63,g12
n64,g25,g30
n56,g22,g57
n2,g39,g97
n1,g48,g61
