n70,g75,g69
n6,g53,g76
n4,g12,g98
n22,g11,g20
n21,g8,g87
n60,g73,g6
n79,g30,g48
n74,g67,g31
n69,g8,g63
n28,g23,g92
n14,g24,g62
n45,g86,g58
n5,g55,g65
n23,g8,g98
n24,g16,g27
n17,g90,g89
n54,g70,g86
n77,g3,g66
n63,g95,g26
n9,g1,g26
n25,g59,g19
n10,g44,g51
n68,g17,g40
n34,g71,g45
n72,g92,g15
n73,g23,g32
n55,g87,g46
n44,g22,g49
n16,g69,g93
n80,g88,g52
n81,g29,g24
n75,g16,g25
n66,g15,g38
n47,g93,g77
n52,g25,g38
n59,g56,g72
n57,g20,g60
n71,g71,g55
n37,g16,g3
n31,g96,g61
n19,g98,g41
n46,g0,g13
n65,g86,g68
n85,g96,g31
n1,g36,g47
n84,g14,g79
n32,g24,g35
n26,g76,g11
n20,g66,g64
n53,g54,g27
n56,g35,g11
n76,g66,g86
n38,g15,g86
n13,g99,g29
n67,g53,g78
n41,g91,g24
n18,g60,g98
n11,g69,g2
n30,g15,g62
n35,g18,g24
n8,g44,g26
n83,g21,g41
n39,g69,g46
n33,g16,g67
n27,g19,g54
n50,g52,g83
n12,g65,g21
n82,g17,g62
n0,g35,g3
n43,g95,g87
n58,g40,g32
n36,g74,g19
n42,g81,g21
n61,g76,g9
n78,g90,g25
n3,g3,g36
n29,g17,g88
n49,g19,g6
n62,g44,g28
n40,g21,g4
n51,g11,g55
n7,g89,g38
n15,g57,g89
n48,g66,g50
n64,g51,g13
n2,g34,g1
