n70,g39,g67
n6,g63,g61
n4,g68,g36
n22,g65,g86
n21,g72,g6
n60,g10,g87
n79,g98,g10
n74,g32,g37
n69,g31,g55
n28,g88,g84
n14,g41,g65
n45,g84,g66
n5,g8,g55
n23,g38,g33
n24,g70,g23
n17,g40,g71
n54,g29,g76
n77,g62,g29
n63,g55,g80
n9,g48,g59
n25,g95,g24
n10,g68,g82
n68,g26,g8
n34,g92,g21
n72,g88,g3
n73,g28,g12
n55,g52,g75
n44,g17,g94
n16,g86,g75
n80,g85,g10
n81,g97,g12
n75,g23,g90
n66,g15,g37
n47,g66,g34
n52,g27,g71
n59,g64,g96
n57,g58,g81
n71,g54,g63
n37,g72,g80
n31,g34,g60
n19,g84,g62
n46,g56,g36
n65,g64,g20
n85,g47,g33
n1,g31,g34
n84,g65,g82
n32,g50,g66
n26,g61,g46
n20,g94,g37
n53,g81,g70
n56,g66,g59
n76,g33,g3
n38,g79,g2
n13,g36,g62
n67,g7,g87
n41,g63,g1
n18,g4,g82
n11,g84,g86
n30,g23,g65
n35,g10,g90
n8,g70,g72
n83,g96,g95
n39,g95,g21
n33,g87,g9
n27,g90,g46
n50,g16,g72
n12,g40,g73
n82,g97,g27
n0,g86,g60
n43,g94,g9
n58,g3,g85
n36,g17,g28
n42,g74,g14
n61,g11,g26
n78,g24,g61
n3,g86,g83
n29,g54,g11
n49,g59,g18
n62,g95,g0
n40,g35,g89
n51,g63,g95
n7,g5,g28
n15,g11,g63
n48,g55,g88
n64,g65,g64
n2,g10,g76
