n70,g55,g86
n6,g60,g41
n4,g50,g73
n22,g47,g94
n21,g72,g70
n60,g82,g9
n79,g44,g87
n74,g20,g67
n69,g1,g64
n28,g58,g92
n14,g6,g14
n45,g83,g64
n5,g51,g22
n23,g49,g5
n24,g20,g35
n17,g66,g59
n54,g49,g32
n77,g19,g44
n63,g43,g90
n9,g13,g93
n25,g91,g85
n10,g99,g14
n68,g21,g57
n34,g6,g20
n72,g94,g17
n73,g27,g46
n55,g53,g2
n44,g11,g47
n16,g70,g3
n80,g94,g44
n81,g71,g7
n75,g67,g31
n66,g71,g52
n47,g85,g4
n52,g47,g9
n59,g23,g13
n57,g17,g92
n71,g1,g0
n37,g4,g18
n31,g37,g61
n19,g28,g73
n46,g48,g5
n65,g50,g58
n85,g82,g94
n1,g21,g65
n84,g80,g18
n32,g67,g98
n26,g92,g39
n20,g48,g35
n53,g7,g17
n56,g60,g9
n76,g61,g5
n38,g99,g63
n13,g12,g25
n67,g3,g85
n41,g39,g75
n18,g90,g81
n11,g47,g22
n30,g29,g20
n35,g26,g17
n8,g98,g47
n83,g73,g84
n39,g68,g61
n33,g72,g62
n27,g70,g42
n50,g50,g63
n12,g38,g11
n82,g66,g12
n0,g31,g97
n43,g20,g74
n58,g21,g41
n36,g28,g30
n42,g99,g11
n61,g76,g66
n78,g35,g73
n3,g34,g95
n29,g54,g62
n49,g50,g71
n62,g91,g90
n40,g13,g18
n51,g71,g58
n7,g36,g99
n15,g74,g88
n48,g4,g42
n64,g98,g3
n2,g30,g82
