n70,g38,g75
n65,g63,g47
n6,g83,g19
n35,g97,g91
n4,g5,g40
n32,g13,g63
n72,g26,g12
n83,g2,g61
n74,g71,g80
n84,g59,g96
n26,g83,g58
n21,g26,g96
n60,g14,g24
n20,g79,g29
n73,g75,g45
n51,g98,g26
n69,g10,g0
n71,g39,g5
n28,g9,g86
n77,g2,g89
n14,g36,g11
n45,g60,g20
n39,g89,g13
n5,g11,g19
n23,g94,g33
n24,g88,g1
n54,g3,g87
n16,g49,g93
n82,g32,g95
n17,g16,g9
n18,g60,g62
n63,g1,g54
n9,g46,g95
n25,g28,g77
n30,g86,g96
n31,g39,g95
n10,g59,g15
n43,g20,g91
n68,g69,g34
n34,g22,g4
n8,g30,g38
n79,g72,g59
n53,g78,g15
n55,g56,g94
n38,g12,g73
n33,g36,g95
n62,g98,g87
n11,g68,g53
n27,g36,g9
n50,g15,g85
n44,g37,g49
n12,g60,g28
n67,g54,g66
n75,g86,g80
n80,g63,g36
n0,g79,g87
n22,g25,g43
n81,g37,g41
n58,g83,g7
n36,g75,g52
n42,g94,g89
n61,g28,g50
n78,g26,g6
n3,g60,g63
n29,g55,g40
n47,g61,g0
n49,g31,g98
n52,g78,g38
n59,g88,g64
n57,g13,g62
n66,g13,g1
n37,g16,g61
n13,g74,g97
n40,g89,g97
n19,g30,g33
n46,g39,g16
n7,g25,g98
n15,g33,g88
n48,g20,g44
n41,g53,g22
n76,g34,g96
n64,g18,g54
n56,g64,g24
n2,g62,g36
n1,g81,g87
