n70,g57,g31
n65,g30,g97
n6,g60,g70
n35,g82,g91
n4,g85,g98
n32,g89,g54
n72,g89,g40
n83,g80,g32
n74,g52,g3
n84,g85,g90
n26,g49,g10
n21,g67,g36
n60,g13,g87
n20,g26,g3
n73,g44,g25
n51,g56,g30
n69,g3,g15
n71,g77,g66
n28,g40,g30
n77,g60,g6
n14,g35,g76
n45,g62,g57
n39,g12,g26
n5,g39,g46
n23,g73,g35
n24,g46,g38
n54,g92,g79
n16,g60,g2
n82,g81,g16
n17,g87,g6
n18,g72,g49
n63,g79,g60
n9,g27,g43
n25,g49,g47
n30,g15,g84
n31,g77,g67
n10,g9,g75
n43,g87,g22
n68,g94,g55
n34,g76,g81
n8,g33,g71
n79,g30,g27
n53,g34,g97
n55,g20,g42
n38,g2,g56
n33,g54,g55
n62,g25,g82
n11,g10,g17
n27,g76,g78
n50,g10,g9
n44,g74,g53
n12,g74,g38
n67,g94,g40
n75,g76,g27
n80,g97,g53
n0,g83,g28
n22,g47,g70
n81,g44,g52
n58,g92,g95
n36,g34,g1
n42,g28,g23
n61,g18,g22
n78,g42,g8
n3,g50,g62
n29,g74,g44
n47,g35,g71
n49,g90,g9
n52,g61,g18
n59,g25,g57
n57,g98,g20
n66,g40,g11
n37,g4,g87
n13,g38,g54
n40,g69,g27
n19,g18,g1
n46,g43,g93
n7,g80,g91
n15,g93,g55
n48,g22,g59
n41,g95,g35
n76,g35,g70
n64,g54,g18
n56,g34,g86
n2,g56,g75
n1,g78,g38
