n70,g78,g6
n65,g18,g59
n6,g26,g80
n35,g38,g91
n4,g23,g0
n32,g65,g27
n72,g80,g54
n83,g57,g60
n74,g39,g48
n84,g69,g92
n26,g77,g53
n21,g18,g28
n60,g51,g89
n20,g39,g99
n73,g60,g72
n51,g7,g74
n69,g40,g76
n71,g15,g44
n28,g69,g94
n77,g35,g79
n14,g50,g65
n45,g35,g55
n39,g61,g10
n5,g41,g1
n23,g91,g5
n24,g44,g21
n54,g93,g85
n16,g30,g53
n82,g9,g24
n17,g57,g53
n18,g60,g54
n63,g56,g3
n9,g98,g49
n25,g86,g44
n30,g74,g26
n31,g59,g12
n10,g35,g67
n43,g18,g99
n68,g25,g82
n34,g25,g7
n8,g6,g99
n79,g4,g72
n53,g41,g82
n55,g53,g50
n38,g83,g86
n33,g34,g89
n62,g97,g94
n11,g49,g60
n27,g6,g3
n50,g41,g26
n44,g34,g47
n12,g94,g50
n67,g76,g8
n75,g86,g39
n80,g48,g61
n0,g90,g27
n22,g4,g55
n81,g59,g45
n58,g4,g81
n36,g23,g74
n42,g91,g35
n61,g30,g96
n78,g39,g50
n3,g12,g65
n29,g81,g24
n47,g30,g45
n49,g96,g7
n52,g10,g29
n59,g86,g49
n57,g20,g63
n66,g95,g63
n37,g96,g12
n13,g91,g53
n40,g64,g5
n19,g35,g85
n46,g95,g67
n7,g14,g18
n15,g12,g34
n48,g11,g19
n41,g59,g71
n76,g58,g7
n64,g65,g98
n56,g21,g73
n2,g85,g1
n1,g96,g97
