n70,g44,g74
n65,g90,g6
n6,g4,g84
n35,g16,g97
n4,g56,g26
n32,g50,g12
n72,g34,g61
n83,g55,g1
n74,g80,g75
n84,g23,g80
n26,g64,g8
n21,g93,g13
n60,g90,g19
n20,g81,g94
n73,g26,g27
n51,g71,g14
n69,g8,g2
n71,g53,g31
n28,g49,g41
n77,g31,g92
n14,g14,g87
n45,g57,g11
n39,g92,g69
n5,g65,g17
n23,g89,g30
n24,g27,g5
n54,g55,g76
n16,g78,g94
n82,g30,g9
n17,g68,g75
n18,g28,g11
n63,g70,g7
n9,g78,g3
n25,g54,g60
n30,g38,g26
n31,g92,g65
n10,g81,g72
n43,g38,g37
n68,g74,g38
n34,g83,g45
n8,g31,g73
n79,g87,g69
n53,g15,g13
n55,g79,g17
n38,g17,g91
n33,g68,g67
n62,g28,g26
n11,g91,g16
n27,g50,g63
n50,g35,g89
n44,g24,g72
n12,g25,g16
n67,g22,g84
n75,g79,g13
n80,g89,g4
n0,g74,g20
n22,g78,g66
n81,g54,g65
n58,g46,g24
n36,g87,g57
n42,g59,g16
n61,g81,g52
n78,g64,g21
n3,g2,g39
n29,g9,g19
n47,g35,g99
n49,g36,g29
n52,g98,g3
n59,g50,g5
n57,g36,g56
n66,g93,g22
n37,g82,g50
n13,g87,g7
n40,g39,g53
n19,g7,g22
n46,g0,g71
n7,g25,g20
n15,g29,g5
n48,g14,g48
n41,g61,g7
n76,g46,g17
n64,g7,g73
n56,g37,g54
n2,g73,g76
n1,g51,g49
