n70,g62,g9
n65,g52,g7
n6,g74,g6
n35,g82,g3
n4,g89,g62
n32,g96,g6
n72,g44,g45
n83,g7,g78
n74,g69,g29
n84,g69,g88
n26,g17,g66
n21,g96,g66
n60,g90,g3
n20,g21,g89
n73,g43,g33
n51,g65,g54
n69,g33,g54
n71,g77,g73
n28,g68,g79
n77,g22,g49
n14,g35,g48
n45,g38,g44
n39,g29,g93
n5,g98,g87
n23,g58,g69
n24,g57,g33
n54,g14,g56
n16,g63,g4
n82,g25,g80
n17,g53,g55
n18,g16,g54
n63,g41,g12
n9,g63,g74
n25,g78,g83
n30,g91,g8
n31,g82,g57
n10,g94,g14
n43,g29,g66
n68,g89,g88
n34,g50,g49
n8,g61,g70
n79,g18,g97
n53,g54,g12
n55,g47,g29
n38,g39,g83
n33,g54,g81
n62,g32,g8
n11,g95,g69
n27,g60,g56
n50,g88,g8
n44,g58,g17
n12,g59,g68
n67,g3,g57
n75,g50,g84
n80,g61,g58
n0,g29,g14
n22,g43,g56
n81,g76,g99
n58,g13,g49
n36,g78,g39
n42,g30,g26
n61,g75,g20
n78,g0,g30
n3,g10,g50
n29,g88,g95
n47,g8,g64
n49,g53,g85
n52,g43,g82
n59,g72,g96
n57,g53,g94
n66,g65,g88
n37,g63,g90
n13,g34,g31
n40,g0,g46
n19,g96,g46
n46,g40,g39
n7,g81,g32
n15,g94,g71
n48,g86,g60
n41,g14,g74
n76,g37,g11
n64,g2,g79
n56,g32,g97
n2,g31,g28
n1,g64,g87
