n70,g70,g88
n65,g16,g25
n6,g59,g33
n35,g16,g28
n4,g66,g24
n32,g71,g38
n72,g72,g86
n74,g17,g23
n26,g82,g29
n21,g71,g44
n60,g26,g23
n20,g73,g62
n73,g0,g5
n51,g6,g13
n69,g61,g85
n71,g45,g61
n28,g58,g31
n77,g99,g90
n14,g74,g48
n45,g30,g34
n39,g83,g28
n5,g58,g74
n23,g97,g70
n24,g29,g33
n54,g90,g78
n16,g82,g38
n82,g3,g83
n17,g60,g89
n18,g32,g59
n63,g2,g51
n9,g67,g4
n25,g75,g92
n30,g22,g57
n31,g72,g19
n10,g13,g50
n43,g55,g84
n68,g33,g53
n34,g23,g77
n8,g72,g36
n79,g61,g98
n53,g55,g37
n55,g34,g18
n38,g89,g12
n33,g52,g19
n62,g38,g25
n11,g51,g44
n27,g0,g35
n50,g78,g67
n44,g48,g42
n12,g10,g54
n67,g42,g80
n75,g19,g62
n80,g56,g94
n0,g71,g79
n22,g97,g42
n81,g85,g30
n58,g21,g47
n36,g5,g98
n42,g43,g91
n61,g42,g47
n78,g2,g55
n3,g23,g47
n29,g81,g19
n47,g3,g73
n49,g84,g48
n52,g14,g17
n59,g71,g46
n57,g79,g82
n66,g79,g20
n37,g59,g92
n13,g2,g14
n40,g42,g89
n19,g63,g68
n46,g9,g86
n7,g1,g0
n15,g98,g29
n48,g6,g1
n41,g15,g34
n76,g50,g43
n64,g85,g69
n56,g79,g44
n2,g81,g48
n1,g9,g73
