n70,g24,g82
n65,g0,g27
n6,g53,g18
n35,g2,g91
n4,g57,g41
n32,g77,g66
n72,g94,g62
n74,g50,g65
n26,g75,g47
n21,g89,g9
n60,g36,g15
n20,g68,g71
n73,g2,g90
n51,g87,g90
n69,g83,g29
n71,g22,g25
n28,g20,g15
n77,g22,g97
n14,g89,g25
n45,g25,g96
n39,g55,g77
n5,g58,g21
n23,g45,g85
n24,g80,g68
n54,g92,g87
n16,g22,g33
n82,g12,g77
n17,g62,g30
n18,g1,g58
n63,g61,g98
n9,g32,g54
n25,g8,g66
n30,g33,g73
n31,g49,g27
n10,g81,g10
n43,g58,g40
n68,g3,g39
n34,g35,g1
n8,g21,g87
n79,g27,g17
n53,g50,g19
n55,g90,g7
n38,g95,g78
n33,g36,g93
n62,g96,g1
n11,g17,g59
n27,g9,g18
n50,g18,g89
n44,g36,g6
n12,g36,g10
n67,g64,g23
n75,g31,g69
n80,g99,g89
n0,g35,g59
n22,g61,g23
n81,g82,g72
n58,g37,g13
n36,g6,g86
n42,g90,g75
n61,g14,g86
n78,g38,g6
n3,g70,g8
n29,g66,g63
n47,g67,g25
n49,g43,g51
n52,g46,g49
n59,g49,g0
n57,g45,g11
n66,g11,g90
n37,g60,g6
n13,g56,g6
n40,g47,g20
n19,g38,g4
n46,g38,g24
n7,g71,g50
n15,g49,g64
n48,g14,g44
n41,g7,g84
n76,g10,g20
n64,g44,g60
n56,g58,g80
n2,g54,g9
n1,g94,g53
