n0,g88,g93
n1,g54,g76
n2,g2,g79
n3,g85,g67
n4,g77,g57
n5,g91,g43
n6,g14,g96
n7,g92,g48
n8,g60,g51
n9,g36,g3
n10,g41,g2
n11,g56,g98
n12,g80,g52
n13,g15,g17
n14,g22,g66
n15,g36,g22
n16,g93,g31
n17,g78,g84
n18,g0,g68
n19,g0,g44
n20,g8,g94
n21,g27,g48
n22,g80,g73
n23,g17,g83
n24,g41,g71
n25,g85,g32
n26,g60,g91
n27,g78,g75
n28,g13,g96
n29,g46,g24
n30,g59,g82
n31,g16,g33
n32,g83,g46
n33,g24,g59
n34,g0,g74
n35,g45,g0
n36,g99,g85
n37,g85,g97
n38,g25,g39
n39,g43,g88
n40,g83,g94
n41,g81,g92
n42,g27,g80
n43,g44,g95
n44,g42,g60
n45,g85,g57
n46,g54,g9
n47,g60,g4
n48,g51,g5
n49,g7,g26
n50,g41,g94
n51,g25,g71
n52,g89,g25
n53,g41,g61
n54,g36,g52
n55,g5,g86
n56,g12,g34
n57,g64,g26
n58,g46,g94
n59,g27,g11
n60,g33,g89
n61,g21,g83
n62,g76,g12
n63,g75,g37
n64,g47,g78
n65,g68,g78
n66,g9,g33
n67,g37,g24
n68,g22,g52
n69,g46,g52
